GO.ID	Description	p.Val	FDR	Phenotype	Genes
ENDOCARDIAL CELL DIFFERENTIATION%GOBP%GO:0060956	endocardial cell differentiation	0.00008182635078300702	0.00008182635078300702	+1	NOTCH1,SMAD4,SOX17
REGULATION OF TELOMERASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF TELOMERASE	Regulation of Telomerase	0.00008182635078300702	0.00008182635078300702	+1	EGFR,ATM,CDKN1B,WT1,CCND1,SIN3A
LOSS OF FUNCTION OF SMAD2 3 IN CANCER%REACTOME DATABASE ID RELEASE 81%3304349	Loss of Function of SMAD2 3 in Cancer	0.00008182635078300702	0.00008182635078300702	+1	SMAD4,TGFBR2,SMAD2
PILOCYTIC ASTROCYTOMA%WIKIPATHWAYS_20240510%WP2253%HOMO SAPIENS	Pilocytic astrocytoma	0.00008182635078300702	0.00008182635078300702	+1	NF1,BRAF,PTPN11
POSITIVE REGULATION OF DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY%GOBP%GO:0051091	positive regulation of DNA-binding transcription factor activity	0.00008182635078300702	0.00008182635078300702	+1	PTEN,NPM1,AR,TLR4,ARID5B,FOXA1,KIT,EP300,TAF1
SIGNALING BY NOTCH%REACTOME%R-HSA-157118.7	Signaling by NOTCH	0.00008182635078300702	0.00008182635078300702	+1	TP53,EGFR,NOTCH1,RUNX1,ELF3,EP300,CCND1,TBL1XR1,NCOR1
POSITIVE REGULATION OF PHOSPHOLIPASE ACTIVITY%GOBP%GO:0010518	positive regulation of phospholipase activity	0.0000855123690592289	0.0000855123690592289	+1	EGFR,KIT,PDGFRA,FGFR2,FGFR3
RESPONSE TO MECHANICAL STIMULUS%GOBP%GO:0009612	response to mechanical stimulus	0.00008652814794870466	0.00008652814794870466	+1	PIK3CA,CTNNB1,MAP2K4,SOX9,TLR4,KIT,ATR
CDC42 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CDC42 SIGNALING EVENTS	CDC42 signaling events	0.00008769909013597314	0.00008769909013597314	+1	PIK3CA,APC,CTNNB1,CDH1,MAP2K4,BRAF
POSITIVE REGULATION OF T CELL ACTIVATION%GOBP%GO:0050870	positive regulation of T cell activation	0.00008991110909713917	0.00008991110909713917	+1	PIK3CA,ARID1A,PBRM1,GATA3,RUNX1,EP300,TGFBR2,CBFB,PTPN11
REGULATION OF TP53 ACTIVITY THROUGH METHYLATION%REACTOME%R-HSA-6804760.3	Regulation of TP53 Activity through Methylation	0.00008991110909713917	0.00008991110909713917	+1	TP53,ATM,CHEK2,EP300
DNA DOUBLE-STRAND BREAK REPAIR%REACTOME DATABASE ID RELEASE 81%5693532	DNA Double-Strand Break Repair	0.00008991110909713917	0.00008991110909713917	+1	TP53,BAP1,ATM,BRCA1,POLQ,CHEK2,BRCA2,ATR
UB-SPECIFIC PROCESSING PROTEASES%REACTOME DATABASE ID RELEASE 81%5689880	Ub-specific processing proteases	0.00009265904050866236	0.00009265904050866236	+1	TP53,PTEN,GATA3,KEAP1,AR,SMAD4,USP9X,SMAD2,AXIN2
PID_HES_HEY_PATHWAY%MSIGDB_C2%PID_HES_HEY_PATHWAY	PID_HES_HEY_PATHWAY	0.0000933771574080433	0.0000933771574080433	+1	RB1,NOTCH1,CDKN1B,EP300,NCOR1
METANEPHROS DEVELOPMENT%GOBP%GO:0001656	metanephros development	0.0000933771574080433	0.0000933771574080433	+1	NF1,SOX9,WT1,PDGFRA,SOX17
VENTRICULAR SEPTUM DEVELOPMENT%GOBP%GO:0003281	ventricular septum development	0.0000933771574080433	0.0000933771574080433	+1	GATA3,NOTCH1,FGFR2,SMAD4,TGFBR2
SUMOYLATION OF DNA DAMAGE RESPONSE AND REPAIR PROTEINS%REACTOME%R-HSA-3108214.4	SUMOylation of DNA damage response and repair proteins	0.0000933771574080433	0.0000933771574080433	+1	CDKN2A,STAG2,BRCA1,SMC1A,SMC3,RAD21
EPIGENETIC REGULATION OF GENE EXPRESSION%REACTOME DATABASE ID RELEASE 81%212165	Epigenetic regulation of gene expression	0.00009645946939130295	0.00009645946939130295	+1	DNMT3A,KDM6A,TET2,EP300,SF3B1,SIN3A,ERCC2,EZH2
HALLMARK_G2M_CHECKPOINT%MSIGDBHALLMARK%HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	0.00009645946939130295	0.00009645946939130295	+1	CTCF,CDKN1B,CCND1,BRCA2,SMC1A,RAD21,CDKN2C,EZH2
CARDIOCYTE DIFFERENTIATION%GOBP%GO:0035051	cardiocyte differentiation	0.00009898982646522905	0.00009898982646522905	+1	NOTCH1,TBX3,WT1,PDGFRA,SMAD4,SOX17
DNA IR DAMAGE AND CELLULAR RESPONSE VIA ATR%WIKIPATHWAYS_20240510%WP4016%HOMO SAPIENS	DNA IR damage and cellular response via ATR	0.00009898982646522905	0.00009898982646522905	+1	ATM,BRCA1,CHEK2,BRCA2,ATR,SMC1A
HEART DEVELOPMENT%WIKIPATHWAYS_20240510%WP1591%HOMO SAPIENS	Heart development	0.00010284642414114371	0.00010284642414114371	+1	NOTCH1,CTNNB1,SMAD4,FOXA2,PTPN11
HEPATITIS C AND HEPATOCELLULAR CARCINOMA%WIKIPATHWAYS_20240510%WP3646%HOMO SAPIENS	Hepatitis C and hepatocellular carcinoma	0.00010284642414114371	0.00010284642414114371	+1	BRCA1,CCND1,SMAD4,CDKN1A,PTPN11
ATM SIGNALING IN DEVELOPMENT AND DISEASE %WIKIPATHWAYS_20240510%WP3878%HOMO SAPIENS	ATM signaling in development and disease	0.00010284642414114371	0.00010284642414114371	+1	STK11,ATM,CHEK2,ATR,SMC1A
MITF-M-REGULATED MELANOCYTE DEVELOPMENT%REACTOME%R-HSA-9730414.1	MITF-M-regulated melanocyte development	0.00010348032074901744	0.00010348032074901744	+1	ARID1A,CDKN2A,CTNNB1,KIT,CCND1,CDKN1A,SIN3A
RESPONSE TO OXYGEN LEVELS%GOBP%GO:0070482	response to oxygen levels	0.00010348032074901744	0.00010348032074901744	+1	TP53,VHL,NF1,NOTCH1,NFE2L2,AJUBA,EP300,SMAD4
ERBB SIGNALING PATHWAY%WIKIPATHWAYS_20240510%WP673%HOMO SAPIENS	ErbB signaling pathway	0.00010504505487988137	0.00010504505487988137	+1	EGFR,MAP2K4,BRAF,CDKN1B,CCND1,CDKN1A
BMP SIGNALING IN EYELID DEVELOPMENT%WIKIPATHWAYS_20240510%WP3927%HOMO SAPIENS	BMP signaling in eyelid development	0.00010558526079449895	0.00010558526079449895	+1	EGFR,NOTCH1,FGFR2,SMAD4
POSITIVE REGULATION OF ERK1 AND ERK2 CASCADE%GOBP%GO:0070374	positive regulation of ERK1 and ERK2 cascade	0.0001073358463934233	0.0001073358463934233	+1	EGFR,NOTCH1,FBXW7,BRAF,PDGFRA,FGFR2,FGFR3,PTPN11
MAPK CASCADE%GOBP%GO:0000165	MAPK cascade	0.0001081961792498077	0.0001081961792498077	+1	NF1,MAP2K4,BRAF,SOX9,LRRK2,FGFR3,MAPK8IP1
EMBRYONIC ORGAN DEVELOPMENT%GOBP%GO:0048568	embryonic organ development	0.00012343290335707708	0.00012343290335707708	+1	GATA3,NOTCH1,CTNNB1,SOX9,KIT,PDGFRA,FGFR2,TGFBR2,SOX17
EPIDERMAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007173	epidermal growth factor receptor signaling pathway	0.000126400470613057	0.000126400470613057	+1	PIK3CA,EGFR,BRAF,SOX9,PTPN11
FOCAL ADHESION%WIKIPATHWAYS_20240510%WP306%HOMO SAPIENS	Focal adhesion	0.00012737372415901117	0.00012737372415901117	+1	PTEN,EGFR,CTNNB1,ARHGAP35,BRAF,HGF,PDGFRA,CCND1
RUNX3 REGULATES CDKN1A TRANSCRIPTION%REACTOME DATABASE ID RELEASE 81%8941855	RUNX3 regulates CDKN1A transcription	0.00012834613781922808	0.00012834613781922808	+1	TP53,SMAD4,CDKN1A
SIGNALING BY TGF-BETA RECEPTOR COMPLEX IN CANCER%REACTOME%R-HSA-3304351.4	Signaling by TGF-beta Receptor Complex in Cancer	0.00012834613781922808	0.00012834613781922808	+1	SMAD4,TGFBR2,SMAD2
PRE-NOTCH EXPRESSION AND PROCESSING%REACTOME%R-HSA-1912422.3	Pre-NOTCH Expression and Processing	0.00012834613781922808	0.00012834613781922808	+1	TP53,NOTCH1,RUNX1,ELF3,EP300,CCND1
POSITIVE REGULATION OF MAP KINASE ACTIVITY%GOBP%GO:0043406	positive regulation of MAP kinase activity	0.00012834613781922808	0.00012834613781922808	+1	EGFR,FLT3,PIK3CG,TLR4,LRRK2,EZH2
S PHASE%REACTOME DATABASE ID RELEASE 81%69242	S Phase	0.00013709016752437597	0.00013709016752437597	+1	RB1,STAG2,CDKN1B,CCND1,CDKN1A,SMC1A,SMC3,RAD21
POSITIVE REGULATION OF PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0071902	positive regulation of protein serine/threonine kinase activity	0.0001475224197905033	0.0001475224197905033	+1	EGFR,FLT3,PIK3CG,TLR4,LRRK2,CCND1,EZH2
HALLMARK_UV_RESPONSE_DN%MSIGDBHALLMARK%HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	0.0001475224197905033	0.0001475224197905033	+1	PTEN,RUNX1,CDKN1B,KIT,TGFBR2,ACVR2A,SPOP
ATRIOVENTRICULAR VALVE MORPHOGENESIS%GOBP%GO:0003181	atrioventricular valve morphogenesis	0.00015049914686824352	0.00015049914686824352	+1	NOTCH1,SMAD4,TGFBR2,AXIN2
FGF23 SIGNALING IN HYPOPHOSPHATEMIC RICKETS AND RELATED DISORDERS%WIKIPATHWAYS_20240510%WP4790%HOMO SAPIENS	FGF23 signaling in hypophosphatemic rickets and related disorders	0.00015049914686824352	0.00015049914686824352	+1	FGFR2,CCND1,FGFR3,CDKN1A
FGF SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FGF SIGNALING PATHWAY	FGF signaling pathway	0.00015167101319522603	0.00015167101319522603	+1	PIK3CA,CDH1,FGFR2,FGFR3,PTPN11
HEME SIGNALING%REACTOME%R-HSA-9707616.4	Heme signaling	0.00015167101319522603	0.00015167101319522603	+1	NFE2L2,TLR4,EP300,TBL1XR1,NCOR1
REGULATION OF PROTEASOMAL PROTEIN CATABOLIC PROCESS%GOBP%GO:0061136	regulation of proteasomal protein catabolic process	0.00015304629473932845	0.00015304629473932845	+1	FBXW7,KEAP1,NFE2L2,CEBPA,LRRK2,USP9X,TAF1,AXIN2
MITF-M-DEPENDENT GENE EXPRESSION%REACTOME%R-HSA-9856651.1	MITF-M-dependent gene expression	0.0001559427104396201	0.0001559427104396201	+1	ARID1A,CDKN2A,CTNNB1,CCND1,CDKN1A,SIN3A
BLOOD VESSEL MORPHOGENESIS%GOBP%GO:0048514	blood vessel morphogenesis	0.00016883198817497832	0.00016883198817497832	+1	NF1,NOTCH1,CTNNB1,WT1,PDGFRA,FGFR2,TGFBR2,SOX17,EGR3
POSITIVE REGULATION OF LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:1903039	positive regulation of leukocyte cell-cell adhesion	0.00016883198817497832	0.00016883198817497832	+1	PIK3CA,ARID1A,PBRM1,GATA3,RUNX1,EP300,TGFBR2,CBFB,PTPN11
MORPHOGENESIS OF AN EPITHELIUM%GOBP%GO:0002009	morphogenesis of an epithelium	0.0001744444752725953	0.0001744444752725953	+1	GATA3,NOTCH1,CTNNB1,ARHGAP35,SOX9,WT1,FGFR2,TGFBR2,SOX17
SIGNALING BY NODAL%REACTOME%R-HSA-1181150.3	Signaling by NODAL	0.00017488491712842227	0.00017488491712842227	+1	SMAD4,ACVR1B,ACVR2A,SMAD2
BIOCARTA_RACCYCD_PATHWAY%MSIGDB_C2%BIOCARTA_RACCYCD_PATHWAY	BIOCARTA_RACCYCD_PATHWAY	0.00017488491712842227	0.00017488491712842227	+1	RB1,CDKN1B,CCND1,CDKN1A
MAMMALIAN DISORDER OF SEXUAL DEVELOPMENT%WIKIPATHWAYS_20240510%WP4842%HOMO SAPIENS	Mammalian disorder of sexual development	0.00017488491712842227	0.00017488491712842227	+1	CTNNB1,SOX9,WT1,FGFR2
WNT BETA CATENIN SIGNALING PATHWAY IN LEUKEMIA%WIKIPATHWAYS_20240510%WP3658%HOMO SAPIENS	Wnt beta catenin signaling pathway in leukemia	0.00017488491712842227	0.00017488491712842227	+1	CTNNB1,FLT3,CCND1,AXIN2
INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:0097193	intrinsic apoptotic signaling pathway	0.00017535094582987433	0.00017535094582987433	+1	TP53,STK11,ATM,BRCA1,CHEK2,EP300,CDKN1A
REPLICATION FORK PROCESSING%GOBP%GO:0031297	replication fork processing	0.00018040080415470238	0.00018040080415470238	+1	ATRX,BRCA1,POLQ,BRCA2,ATR
REGULATION OF FIBROBLAST PROLIFERATION%GOBP%GO:0048145	regulation of fibroblast proliferation	0.00018040080415470238	0.00018040080415470238	+1	TP53,NF1,CTNNB1,PDGFRA,CDKN1A
HAIR FOLLICLE DEVELOPMENT CYTODIFFERENTIATION PART 3 OF 3%WIKIPATHWAYS_20240510%WP2840%HOMO SAPIENS	Hair follicle development cytodifferentiation part 3 of 3	0.00018670108362672428	0.00018670108362672428	+1	EGFR,GATA3,NOTCH1,CTNNB1,SOX9,SMAD4
REGULATION OF NFE2L2 GENE EXPRESSION%REACTOME%R-HSA-9818749.3	Regulation of NFE2L2 gene expression	0.0001890522215804197	0.0001890522215804197	+1	NOTCH1,NFE2L2,EP300
ENDOCARDIUM DEVELOPMENT%GOBP%GO:0003157	endocardium development	0.0001890522215804197	0.0001890522215804197	+1	NOTCH1,SMAD4,SOX17
KEAP1-NFE2L2 PATHWAY%REACTOME DATABASE ID RELEASE 81%9755511	KEAP1-NFE2L2 pathway	0.00019134899284860326	0.00019134899284860326	+1	CDKN2A,NOTCH1,KEAP1,NFE2L2,BRCA1,EP300,CDKN1A
CARDIAC PROGENITOR DIFFERENTIATION%WIKIPATHWAYS_20240510%WP2406%HOMO SAPIENS	Cardiac progenitor differentiation	0.00019466095962579643	0.00019466095962579643	+1	NOTCH1,KIT,PDGFRA,FOXA2,SOX17
MORPHOGENESIS OF A BRANCHING EPITHELIUM%GOBP%GO:0061138	morphogenesis of a branching epithelium	0.00019466095962579643	0.00019466095962579643	+1	CTNNB1,SOX9,WT1,FGFR2,TGFBR2
REGULATION OF PHOSPHOLIPASE ACTIVITY%GOBP%GO:0010517	regulation of phospholipase activity	0.00019466095962579643	0.00019466095962579643	+1	EGFR,KIT,PDGFRA,FGFR2,FGFR3
TP53 REGULATES TRANSCRIPTION OF CELL CYCLE GENES%REACTOME%R-HSA-6791312.5	TP53 Regulates Transcription of Cell Cycle Genes	0.00019466095962579643	0.00019466095962579643	+1	TP53,NPM1,CDKN1B,EP300,CDKN1A
GONAD DEVELOPMENT%GOBP%GO:0008406	gonad development	0.00019466095962579643	0.00019466095962579643	+1	GATA3,AR,SOX9,WT1,KIT,PDGFRA
PROTEIN LOCALIZATION TO CHROMOSOME%GOBP%GO:0034502	protein localization to chromosome	0.00019466095962579643	0.00019466095962579643	+1	RB1,CTCF,ATRX,BRCA2,ATR,RAD21
PID_P53_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_P53_DOWNSTREAM_PATHWAY	PID_P53_DOWNSTREAM_PATHWAY	0.00019731127903802704	0.00019731127903802704	+1	PTEN,EGFR,RB1,HGF,FOXA1,EP300,CDKN1A
TYPE 2 PAPILLARY RENAL CELL CARCINOMA%WIKIPATHWAYS_20240510%WP4241%HOMO SAPIENS	Type 2 papillary renal cell carcinoma	0.00019923239147394116	0.00019923239147394116	+1	VHL,SETD2,EP300,CDKN1A
SPINDLE ASSEMBLY%GOBP%GO:0051225	spindle assembly	0.00020665221250239826	0.00020665221250239826	+1	PTEN,STAG2,CHEK2,SMC1A,SMC3,NCOR1
PID_P53_REGULATION_PATHWAY%MSIGDB_C2%PID_P53_REGULATION_PATHWAY	PID_P53_REGULATION_PATHWAY	0.00020964241308890215	0.00020964241308890215	+1	CDKN2A,ATM,CHEK2,EP300,ATR
TRANSCRIPTIONAL ACTIVITY OF SMAD2 SMAD3:SMAD4 HETEROTRIMER%REACTOME%R-HSA-2173793.6	Transcriptional activity of SMAD2 SMAD3:SMAD4 heterotrimer	0.00020964241308890215	0.00020964241308890215	+1	EP300,SMAD4,USP9X,NCOR1,SMAD2
INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE%GOBP%GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	0.00020964241308890215	0.00020964241308890215	+1	TP53,ATM,BRCA1,CHEK2,EP300
POSITIVE REGULATION OF LIPASE ACTIVITY%GOBP%GO:0060193	positive regulation of lipase activity	0.00020964241308890215	0.00020964241308890215	+1	EGFR,KIT,PDGFRA,FGFR2,FGFR3
TGF-BETA SIGNALING PATHWAY%PANTHER PATHWAY%P00052	TGF-beta signaling pathway	0.000217227507765423	0.000217227507765423	+1	EP300,SMAD4,TGFBR2,ACVR1B,ACVR2A,SMAD2
DEVELOPMENT OF PRIMARY SEXUAL CHARACTERISTICS%GOBP%GO:0045137	development of primary sexual characteristics	0.000217227507765423	0.000217227507765423	+1	GATA3,AR,SOX9,WT1,KIT,PDGFRA
REGULATION OF LEUKOCYTE DIFFERENTIATION%GOBP%GO:1902105	regulation of leukocyte differentiation	0.00022630973897015542	0.00022630973897015542	+1	ARID1A,PBRM1,GATA3,FBXW7,RUNX1,TLR4,EP300,TGFBR2,CBFB
SIGNALING BY PTK6%REACTOME%R-HSA-8848021.4	Signaling by PTK6	0.00022630973897015542	0.00022630973897015542	+1	EGFR,ARHGAP35,CDKN1B,LRRK2,CCND1
SIGNALING BY NON-RECEPTOR TYROSINE KINASES%REACTOME%R-HSA-9006927.5	Signaling by Non-Receptor Tyrosine Kinases	0.00022630973897015542	0.00022630973897015542	+1	EGFR,ARHGAP35,CDKN1B,LRRK2,CCND1
TGF BETA RECEPTOR SIGNALING%WIKIPATHWAYS_20240510%WP560%HOMO SAPIENS	TGF beta receptor signaling	0.00022630973897015542	0.00022630973897015542	+1	CTNNB1,EP300,SMAD4,TGFBR2,SMAD2
ATRIOVENTRICULAR VALVE DEVELOPMENT%GOBP%GO:0003171	atrioventricular valve development	0.00022630973897015542	0.00022630973897015542	+1	NOTCH1,SMAD4,TGFBR2,AXIN2
MIRNA REGULATION OF PROSTATE CANCER SIGNALING PATHWAYS%WIKIPATHWAYS_20240510%WP3981%HOMO SAPIENS	miRNA regulation of prostate cancer signaling pathways	0.00022630973897015542	0.00022630973897015542	+1	CTNNB1,CDKN1B,CCND1,CDKN1A
REGULATION OF MORPHOGENESIS OF A BRANCHING STRUCTURE%GOBP%GO:0060688	regulation of morphogenesis of a branching structure	0.00022630973897015542	0.00022630973897015542	+1	SOX9,HGF,LRRK2,FGFR2
PATTERN SPECIFICATION PROCESS%GOBP%GO:0007389	pattern specification process	0.00023840855973134004	0.00023840855973134004	+1	APC,NOTCH1,TBX3,WT1,FGFR2,FOXA2,TGFBR2,SOX17,SMAD2
SKELETAL SYSTEM MORPHOGENESIS%GOBP%GO:0048705	skeletal system morphogenesis	0.0002417324224076977	0.0002417324224076977	+1	CTNNB1,SOX9,PDGFRA,FGFR2,FGFR3,TGFBR2
MALE GONAD DEVELOPMENT%GOBP%GO:0008584	male gonad development	0.00024496586005551805	0.00024496586005551805	+1	GATA3,AR,SOX9,WT1,KIT
REGULATION OF EPITHELIAL CELL PROLIFERATION%GOBP%GO:0050678	regulation of epithelial cell proliferation	0.00024496586005551805	0.00024496586005551805	+1	EGFR,NF1,GATA3,FBXW7,EPPK1,SOX9,FGFR2,BRCA2,EGR3
REGULATION OF T CELL DIFFERENTIATION%GOBP%GO:0045580	regulation of T cell differentiation	0.0002521914581044037	0.0002521914581044037	+1	ARID1A,PBRM1,GATA3,RUNX1,EP300,TGFBR2,CBFB
EGF RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P00018	EGF receptor signaling pathway	0.00025511358411847885	0.00025511358411847885	+1	PIK3CA,EGFR,NF1,MAP2K4,BRAF,PIK3CG
REGULATION OF CELL PROLIFERATION INVOLVED IN HEART MORPHOGENESIS%GOBP%GO:2000136	regulation of cell proliferation involved in heart morphogenesis	0.0002578674828974185	0.0002578674828974185	+1	NOTCH1,TBX3,SMAD4
REGULATION OF EXTRACELLULAR MATRIX ORGANIZATION%GOBP%GO:1903053	regulation of extracellular matrix organization	0.00026451508647915673	0.00026451508647915673	+1	RB1,NOTCH1,RUNX1,SMAD4,AXIN2
DEVELOPMENT OF URETERIC COLLECTION SYSTEM%WIKIPATHWAYS_20240510%WP5053%HOMO SAPIENS	Development of ureteric collection system	0.00026451508647915673	0.00026451508647915673	+1	GATA3,CTNNB1,WT1,FGFR2,CCND1
DEVELOPMENT OF PRIMARY MALE SEXUAL CHARACTERISTICS%GOBP%GO:0046546	development of primary male sexual characteristics	0.00026451508647915673	0.00026451508647915673	+1	GATA3,AR,SOX9,WT1,KIT
DEVELOPMENTAL GROWTH%GOBP%GO:0048589	developmental growth	0.00027268496359059504	0.00027268496359059504	+1	NOTCH1,CTNNB1,RUNX1,SOX9,FGFR2,USP9X,FGFR3
GROWTH%GOBP%GO:0040007	growth	0.00027268496359059504	0.00027268496359059504	+1	NOTCH1,CTNNB1,RUNX1,SOX9,FGFR2,USP9X,FGFR3
ACTIVATION OF ANTERIOR HOX GENES IN HINDBRAIN DEVELOPMENT DURING EARLY EMBRYOGENESIS%REACTOME%R-HSA-5617472.4	Activation of anterior HOX genes in hindbrain development during early embryogenesis	0.00028275912064814837	0.00028275912064814837	+1	CTCF,KDM6A,AJUBA,EP300,NCOR1,EZH2
ACTIVATION OF HOX GENES DURING DIFFERENTIATION%REACTOME DATABASE ID RELEASE 81%5619507	Activation of HOX genes during differentiation	0.00028275912064814837	0.00028275912064814837	+1	CTCF,KDM6A,AJUBA,EP300,NCOR1,EZH2
REGULATION OF SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:1901796	regulation of signal transduction by p53 class mediator	0.00028275912064814837	0.00028275912064814837	+1	STK11,ATM,CHEK2,EP300,TAF1,ATR
CARDIAC VENTRICLE MORPHOGENESIS%GOBP%GO:0003208	cardiac ventricle morphogenesis	0.00028356539079682985	0.00028356539079682985	+1	GATA3,NOTCH1,FGFR2,SMAD4,TGFBR2
TGF BETA RECEPTOR SIGNALING IN SKELETAL DYSPLASIAS%WIKIPATHWAYS_20240510%WP4816%HOMO SAPIENS	TGF beta receptor signaling in skeletal dysplasias	0.00028356539079682985	0.00028356539079682985	+1	CTNNB1,EP300,SMAD4,TGFBR2,SMAD2
MARKERS OF KIDNEY CELL LINEAGE%WIKIPATHWAYS_20240510%WP5236%HOMO SAPIENS	Markers of kidney cell lineage	0.00028356539079682985	0.00028356539079682985	+1	NOTCH1,CTNNB1,WT1,KIT,AXIN2
ACTIVIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0032924	activin receptor signaling pathway	0.0002912271540999465	0.0002912271540999465	+1	SMAD4,ACVR1B,ACVR2A,SMAD2
HAIR FOLLICLE DEVELOPMENT ORGANOGENESIS PART 2 OF 3%WIKIPATHWAYS_20240510%WP2839%HOMO SAPIENS	Hair follicle development organogenesis part 2 of 3	0.0002912271540999465	0.0002912271540999465	+1	CTNNB1,PDGFRA,FGFR2,CCND1
TUMOR SUPPRESSOR ACTIVITY OF SMARCB1%WIKIPATHWAYS_20240510%WP4204%HOMO SAPIENS	Tumor suppressor activity of SMARCB1	0.0002912271540999465	0.0002912271540999465	+1	ARID1A,CDKN2A,RB1,EZH2
FLT3 SIGNALING IN DISEASE%REACTOME%R-HSA-9682385.3	FLT3 signaling in disease	0.0002912271540999465	0.0002912271540999465	+1	PIK3CA,FLT3,CDKN1A,PTPN11
EPITHELIAL TO MESENCHYMAL TRANSITION IN COLORECTAL CANCER%WIKIPATHWAYS_20240510%WP4239%HOMO SAPIENS	Epithelial to mesenchymal transition in colorectal cancer	0.0002912271540999465	0.0002912271540999465	+1	NOTCH1,CTNNB1,MAP2K4,SMAD4,TGFBR2,SMAD2,EZH2
SIGNALING BY TGF-BETA RECEPTOR COMPLEX%REACTOME%R-HSA-170834.4	Signaling by TGF-beta Receptor Complex	0.0002937286847959775	0.0002937286847959775	+1	EP300,SMAD4,USP9X,TGFBR2,NCOR1,SMAD2
EMBRYONIC ORGAN MORPHOGENESIS%GOBP%GO:0048562	embryonic organ morphogenesis	0.00030274932089327235	0.00030274932089327235	+1	NOTCH1,CTNNB1,SOX9,PDGFRA,FGFR2,TGFBR2,SOX17
ERBB SIGNALING PATHWAY%GOBP%GO:0038127	ERBB signaling pathway	0.00030274932089327235	0.00030274932089327235	+1	PIK3CA,EGFR,BRAF,SOX9,PTPN11
TRANSCRIPTIONAL REGULATION OF GRANULOPOIESIS%REACTOME%R-HSA-9616222.3	Transcriptional regulation of granulopoiesis	0.00030274932089327235	0.00030274932089327235	+1	RUNX1,CEBPA,EP300,CDKN1A,CBFB
HALLMARK_PI3K_AKT_MTOR_SIGNALING%MSIGDBHALLMARK%HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.0003288622726283553	0.0003288622726283553	+1	PTEN,EGFR,CDKN1B,CDKN1A,PTPN11,SMAD2
MORPHOGENESIS OF A BRANCHING STRUCTURE%GOBP%GO:0001763	morphogenesis of a branching structure	0.0003289737606455054	0.0003289737606455054	+1	CTNNB1,SOX9,WT1,FGFR2,TGFBR2
BARD1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BARD1 SIGNALING EVENTS	BARD1 signaling events	0.00033171687931661797	0.00033171687931661797	+1	TP53,ATM,BRCA1,ATR
STAT5 ACTIVATION DOWNSTREAM OF FLT3 ITD MUTANTS%REACTOME%R-HSA-9702518.2	STAT5 activation downstream of FLT3 ITD mutants	0.0003393056015740204	0.0003393056015740204	+1	FLT3,CDKN1A,PTPN11
REGULATION OF SISTER CHROMATID SEPARATION AT THE METAPHASE ANAPHASE TRANSITION%WIKIPATHWAYS_20240510%WP4240%HOMO SAPIENS	Regulation of sister chromatid separation at the metaphase anaphase transition	0.0003393056015740204	0.0003393056015740204	+1	SMC1A,SMC3,RAD21
BTG FAMILY PROTEINS AND CELL CYCLE REGULATION%SMPDB%SMP0063773	BTG Family Proteins and Cell Cycle Regulation	0.0003393056015740204	0.0003393056015740204	+1	TP53,RB1,CCND1
H19 ACTION RB E2F1 SIGNALING AND CDK BETA CATENIN ACTIVITY%WIKIPATHWAYS_20240510%WP3969%HOMO SAPIENS	H19 action Rb E2F1 signaling and CDK Beta catenin activity	0.0003393056015740204	0.0003393056015740204	+1	RB1,CTNNB1,CCND1
POSITIVE REGULATION OF MESENCHYMAL CELL PROLIFERATION%GOBP%GO:0002053	positive regulation of mesenchymal cell proliferation	0.0003393056015740204	0.0003393056015740204	+1	SOX9,FGFR2,TGFBR2
DNA-TEMPLATED DNA REPLICATION MAINTENANCE OF FIDELITY%GOBP%GO:0045005	DNA-templated DNA replication maintenance of fidelity	0.0003493338640428389	0.0003493338640428389	+1	ATRX,BRCA1,POLQ,BRCA2,ATR
PHYSICO CHEMICAL FEATURES AND TOXICITY ASSOCIATED PATHWAYS%WIKIPATHWAYS_20240510%WP3680%HOMO SAPIENS	Physico chemical features and toxicity associated pathways	0.0003493338640428389	0.0003493338640428389	+1	EGFR,CTNNB1,MAP2K4,CDKN1B,CDKN1A
