GO.ID	Description	p.Val	FDR	Phenotype	Genes
SIGNALING BY FGFR3 POINT MUTANTS IN CANCER%REACTOME DATABASE ID RELEASE 73%8853338	Signaling by FGFR3 point mutants in cancer	0.00009371378167322631	0.00009371378167322631	+1	PIK3CA,PIK3R1,NRAS,FGFR3
ABERRANT REGULATION OF MITOTIC G1 S TRANSITION IN CANCER DUE TO RB1 DEFECTS%REACTOME%R-HSA-9659787.1	Aberrant regulation of mitotic G1 S transition in cancer due to RB1 defects	0.00009371378167322631	0.00009371378167322631	+1	RB1,CDKN1B,CCND1,CDKN1A
FOXO-MEDIATED TRANSCRIPTION OF CELL CYCLE GENES%REACTOME DATABASE ID RELEASE 73%9617828	FOXO-mediated transcription of cell cycle genes	0.00009371378167322631	0.00009371378167322631	+1	CDKN1B,SMAD4,CDKN1A,SMAD2
REGULATION OF TP53 ACTIVITY THROUGH PHOSPHORYLATION%REACTOME%R-HSA-6804756.1	Regulation of TP53 Activity through Phosphorylation	0.00009371378167322631	0.00009371378167322631	+1	TP53,STK11,ATM,BRCA1,CHEK2,TAF1,ATR
CONSTITUTIVE SIGNALING BY LIGAND-RESPONSIVE EGFR CANCER VARIANTS%REACTOME%R-HSA-1236382.1	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	0.00009371378167322631	0.00009371378167322631	+1	PIK3CA,EGFR,PIK3R1,NRAS
PID_AR_PATHWAY%MSIGDB_C2%PID_AR_PATHWAY	PID_AR_PATHWAY	0.00009371378167322631	0.00009371378167322631	+1	CDKN2A,CTNNB1,AKT1,AR,BRCA1,CCND1
IL2 SIGNALING EVENTS MEDIATED BY PI3K%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY PI3K	IL2 signaling events mediated by PI3K	0.00009693736961277193	0.00009693736961277193	+1	PIK3CA,PIK3R1,AKT1,MTOR,PTPN11
SIGNALING BY NTRKS%REACTOME DATABASE ID RELEASE 73%166520	Signaling by NTRKs	0.00009693736961277193	0.00009693736961277193	+1	PIK3CA,PIK3R1,NRAS,BRAF,EP300,PPP2R1A,PTPN11,EGR3
RUNX1 INTERACTS WITH CO-FACTORS WHOSE PRECISE EFFECT ON RUNX1 TARGETS IS NOT KNOWN%REACTOME%R-HSA-8939243.1	RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known	0.00009693736961277193	0.00009693736961277193	+1	ARID1A,PBRM1,RUNX1,EP300,CBFB
GMCSF-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%GMCSF-MEDIATED SIGNALING EVENTS	GMCSF-mediated signaling events	0.00009693736961277193	0.00009693736961277193	+1	PIK3CA,KRAS,PIK3R1,NRAS,PTPN11
PATTERN SPECIFICATION PROCESS%GOBP%GO:0007389	pattern specification process	0.00009693736961277193	0.00009693736961277193	+1	APC,NOTCH1,TBX3,WT1,ERBB4,FGFR2,FOXA2,TGFBR2,SOX17,SMAD2
NEGATIVE REGULATION OF MAPK CASCADE%GOBP%GO:0043409	negative regulation of MAPK cascade	0.00009693736961277193	0.00009693736961277193	+1	PTEN,NF1,TLR4,SMAD4,PPP2R1A,MAPK8IP1,MECOM,NCOR1
PID_TRKR_PATHWAY%MSIGDB_C2%PID_TRKR_PATHWAY	PID_TRKR_PATHWAY	0.00009889732660389268	0.00009889732660389268	+1	PIK3CA,KRAS,PIK3R1,NRAS,CCND1,PTPN11
REGULATION OF CELLULAR RESPONSE TO OXIDATIVE STRESS%GOBP%GO:1900407	regulation of cellular response to oxidative stress	0.00009889732660389268	0.00009889732660389268	+1	FBXW7,NFE2L2,AKT1,HGF,TLR4,LRRK2
POSITIVE REGULATION OF CELL-CELL ADHESION%GOBP%GO:0022409	positive regulation of cell-cell adhesion	0.00009911716621375276	0.00009911716621375276	+1	PIK3CA,PIK3R1,GATA3,RUNX1,AKT1,FOXA1,FOXA2,TGFBR2,CBFB,PTPN11
UB-SPECIFIC PROCESSING PROTEASES%REACTOME DATABASE ID RELEASE 73%5689880	Ub-specific processing proteases	0.00009911716621375276	0.00009911716621375276	+1	TP53,PTEN,GATA3,KEAP1,AR,SMAD4,USP9X,HIST1H2BD,SMAD2,AXIN2
REGULATION OF UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:2000058	regulation of ubiquitin-dependent protein catabolic process	0.000105832864913257	0.000105832864913257	+1	PTEN,FBXW7,KEAP1,NFE2L2,CEBPA,LRRK2,TAF1,RPL5
EMBRYONIC ORGAN MORPHOGENESIS%GOBP%GO:0048562	embryonic organ morphogenesis	0.000105832864913257	0.000105832864913257	+1	NOTCH1,CTNNB1,TBX3,SOX9,PDGFRA,FGFR2,TGFBR2,SOX17
POSITIVE REGULATION OF ACTIVIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0032927	positive regulation of activin receptor signaling pathway	0.00010610639378261237	0.00010610639378261237	+1	ACVR1B,ACVR2A,SMAD2
LOSS OF FUNCTION OF SMAD2 3 IN CANCER%REACTOME%R-HSA-3304349.2	Loss of Function of SMAD2 3 in Cancer	0.00010610639378261237	0.00010610639378261237	+1	SMAD4,TGFBR2,SMAD2
APOPTOTIC SIGNALING PATHWAY%GOBP%GO:0097190	apoptotic signaling pathway	0.00010610639378261237	0.00010610639378261237	+1	TP53,STK11,ATM,TLR4,BRCA1,CHEK2,EP300,FGFR3,CDKN1A,ACVR1B
SOMATROPH AXIS (GH) AND ITS RELATIONSHIP TO DIETARY RESTRICTION AND AGING%WIKIPATHWAYS_20200810%WP4186%HOMO SAPIENS	Somatroph axis (GH) and its relationship to dietary restriction and aging	0.00010610639378261237	0.00010610639378261237	+1	PTEN,AKT1,MTOR
ENDOCARDIAL CELL DIFFERENTIATION%GOBP%GO:0060956	endocardial cell differentiation	0.00010610639378261237	0.00010610639378261237	+1	NOTCH1,SMAD4,SOX17
CARDIAC ENDOTHELIAL CELL DIFFERENTIATION%GOBP%GO:0003348	cardiac endothelial cell differentiation	0.00010610639378261237	0.00010610639378261237	+1	NOTCH1,SMAD4,SOX17
REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE ACTIVITY%GOBP%GO:0043551	regulation of phosphatidylinositol 3-kinase activity	0.0001067665649125613	0.0001067665649125613	+1	PIK3R1,FLT3,KIT,PDGFRA,FGFR3
PID_GMCSF_PATHWAY%MSIGDB_C2%PID_GMCSF_PATHWAY	PID_GMCSF_PATHWAY	0.0001067665649125613	0.0001067665649125613	+1	PIK3CA,KRAS,PIK3R1,NRAS,PTPN11
REGULATION OF ORGAN GROWTH%GOBP%GO:0046620	regulation of organ growth	0.0001067665649125613	0.0001067665649125613	+1	PTEN,NOTCH1,WT1,ERBB4,FGFR2
EMBRYONIC PATTERN SPECIFICATION%GOBP%GO:0009880	embryonic pattern specification	0.0001067665649125613	0.0001067665649125613	+1	TBX3,WT1,ERBB4,FGFR2,SMAD2
FACTORS AND PATHWAYS AFFECTING INSULIN-LIKE GROWTH FACTOR (IGF1)-AKT SIGNALING%WIKIPATHWAYS_20200810%WP3850%HOMO SAPIENS	Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling	0.0001067665649125613	0.0001067665649125613	+1	PTEN,AKT1,PIK3CG,MTOR,SMAD2
BLOOD VESSEL MORPHOGENESIS%GOBP%GO:0048514	blood vessel morphogenesis	0.00010775720655986802	0.00010775720655986802	+1	NF1,NOTCH1,CTNNB1,AKT1,WT1,PDGFRA,FGFR2,TGFBR2,SOX17,EGR3
DOWNSTREAM SIGNALING OF ACTIVATED FGFR3%REACTOME%R-HSA-5654708.1	Downstream signaling of activated FGFR3	0.00011162675681804452	0.00011162675681804452	+1	PIK3CA,PIK3R1,NRAS,PTPN11
TGF-B SIGNALING IN THYROID CELLS FOR EPITHELIAL-MESENCHYMAL TRANSITION%WIKIPATHWAYS_20200810%WP3859%HOMO SAPIENS	TGF-B Signaling in Thyroid Cells for Epithelial-Mesenchymal Transition	0.00011162675681804452	0.00011162675681804452	+1	CDH1,AKT1,SMAD4,SMAD2
BIOCARTA_ERK5_PATHWAY%MSIGDB_C2%BIOCARTA_ERK5_PATHWAY	BIOCARTA_ERK5_PATHWAY	0.00011162675681804452	0.00011162675681804452	+1	PIK3CA,PIK3R1,AKT1,PIK3CG
VALIDATED NUCLEAR ESTROGEN RECEPTOR ALPHA NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED NUCLEAR ESTROGEN RECEPTOR ALPHA NETWORK	Validated nuclear estrogen receptor alpha network	0.00011308574470030769	0.00011308574470030769	+1	BRCA1,EP300,CCND1,SMAD4,NCOR1,AXIN2
PID_ERA_GENOMIC_PATHWAY%MSIGDB_C2%PID_ERA_GENOMIC_PATHWAY	PID_ERA_GENOMIC_PATHWAY	0.00011308574470030769	0.00011308574470030769	+1	BRCA1,EP300,CCND1,SMAD4,NCOR1,AXIN2
VENTRICULAR SEPTUM DEVELOPMENT%GOBP%GO:0003281	ventricular septum development	0.00011927353616034149	0.00011927353616034149	+1	GATA3,NOTCH1,FGFR2,SMAD4,TGFBR2
SIGNALING BY SCF-KIT%REACTOME DATABASE ID RELEASE 73%1433557	Signaling by SCF-KIT	0.00011927353616034149	0.00011927353616034149	+1	PIK3CA,PIK3R1,NRAS,KIT,PTPN11
BIOCARTA_FCER1_PATHWAY%MSIGDB_C2%BIOCARTA_FCER1_PATHWAY	BIOCARTA_FCER1_PATHWAY	0.00011927353616034149	0.00011927353616034149	+1	PIK3CA,PIK3R1,MAP3K1,MAP2K4,PIK3CG
INTERNALIZATION OF ERBB1%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INTERNALIZATION OF ERBB1	Internalization of ErbB1	0.00011927353616034149	0.00011927353616034149	+1	PIK3CA,KRAS,EGFR,PIK3R1,NRAS
TP53 REGULATES TRANSCRIPTION OF DNA REPAIR GENES%REACTOME DATABASE ID RELEASE 73%6796648	TP53 Regulates Transcription of DNA Repair Genes	0.00012175420300426245	0.00012175420300426245	+1	TP53,ATM,BRCA1,ATR,CDK12,ERCC2
SIGNALING BY FGFR2%REACTOME DATABASE ID RELEASE 73%5654738	Signaling by FGFR2	0.00012175420300426245	0.00012175420300426245	+1	PIK3CA,PIK3R1,NRAS,BRAF,PPP2R1A,PTPN11
LEPTIN%NETPATH%LEPTIN	Leptin	0.00012175420300426245	0.00012175420300426245	+1	PTEN,EGFR,PIK3R1,AKT1,MTOR,EP300,PTPN11
KIDNEY DEVELOPMENT%GOBP%GO:0001822	kidney development	0.00012352692325988342	0.00012352692325988342	+1	NF1,GATA3,SOX9,WT1,LRRK2,PDGFRA,FGFR2,SOX17
CHROMATIN ASSEMBLY%GOBP%GO:0031497	chromatin assembly	0.00012352692325988342	0.00012352692325988342	+1	TP53,CDKN2A,CTCF,NPM1,SOX9,ATRX,HIST1H1C,HIST1H2BD
PROTEIN-DNA COMPLEX SUBUNIT ORGANIZATION%GOBP%GO:0071824	protein-DNA complex subunit organization	0.00012609335267057628	0.00012609335267057628	+1	ARID1A,CTCF,NPM1,SOX9,ATRX,HIST1H1C,SETD2,TAF1,HIST1H2BD,ERCC2
P53-DEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME%R-HSA-69580.3	p53-Dependent G1 S DNA damage checkpoint	0.00013122744548377003	0.00013122744548377003	+1	TP53,CDKN2A,ATM,CDKN1B,CHEK2,CDKN1A
P53-DEPENDENT G1 DNA DAMAGE RESPONSE%REACTOME DATABASE ID RELEASE 73%69563	p53-Dependent G1 DNA Damage Response	0.00013122744548377003	0.00013122744548377003	+1	TP53,CDKN2A,ATM,CDKN1B,CHEK2,CDKN1A
COSTIMULATION BY THE CD28 FAMILY%REACTOME%R-HSA-388841.3	Costimulation by the CD28 family	0.00013122744548377003	0.00013122744548377003	+1	PIK3CA,PIK3R1,AKT1,MTOR,PPP2R1A,PTPN11
SIGNALING EVENTS MEDIATED BY TCPTP%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY TCPTP	Signaling events mediated by TCPTP	0.00013218944255653618	0.00013218944255653618	+1	PIK3CA,EGFR,PIK3R1,HGF,ATR
IRS-MEDIATED SIGNALLING%REACTOME DATABASE ID RELEASE 73%112399	IRS-mediated signalling	0.00013218944255653618	0.00013218944255653618	+1	PIK3CA,PIK3R1,FLT3,NRAS,PTPN11
MIRNAS INVOLVED IN DNA DAMAGE RESPONSE%WIKIPATHWAYS_20200810%WP1545%HOMO SAPIENS	miRNAs involved in DNA damage response	0.00013218944255653618	0.00013218944255653618	+1	TP53,ATM,CDKN1B,CCND1,CDKN1A
BIOCARTA_GCR_PATHWAY%MSIGDB_C2%BIOCARTA_GCR_PATHWAY	BIOCARTA_GCR_PATHWAY	0.00013406153666083715	0.00013406153666083715	+1	PIK3CA,PIK3R1,AKT1,PIK3CG
REGULATION OF TP53 ACTIVITY THROUGH METHYLATION%REACTOME%R-HSA-6804760.1	Regulation of TP53 Activity through Methylation	0.00013406153666083715	0.00013406153666083715	+1	TP53,ATM,CHEK2,EP300
CELLULAR RESPONSE TO RADIATION%GOBP%GO:0071478	cellular response to radiation	0.00013410239059675802	0.00013410239059675802	+1	TP53,NPM1,STK11,ATM,EP300,CDKN1A,TAF1,ATR
MITOTIC DNA INTEGRITY CHECKPOINT%GOBP%GO:0044774	mitotic DNA integrity checkpoint	0.00013410239059675802	0.00013410239059675802	+1	TP53,ATM,CDKN1B,CHEK2,EP300,CCND1,CDKN1A
CELLULAR RESPONSE TO LIGHT STIMULUS%GOBP%GO:0071482	cellular response to light stimulus	0.00013410239059675802	0.00013410239059675802	+1	TP53,NPM1,STK11,EP300,CDKN1A,TAF1,ATR
SIGNALING BY TGFB FAMILY MEMBERS%REACTOME%R-HSA-9006936.5	Signaling by TGFB family members	0.00014252439816204882	0.00014252439816204882	+1	SMAD4,USP9X,TGFBR2,ACVR1B,ACVR2A,NCOR1,SMAD2
RESPONSE TO MECHANICAL STIMULUS%GOBP%GO:0009612	response to mechanical stimulus	0.00014252439816204882	0.00014252439816204882	+1	PIK3CA,CTNNB1,MAP3K1,MAP2K4,SOX9,TLR4,KIT
IL-5 SIGNALING PATHWAY%WIKIPATHWAYS_20200810%WP127%HOMO SAPIENS	IL-5 Signaling Pathway	0.00014674319904849187	0.00014674319904849187	+1	KRAS,PIK3R1,AKT1,PIK3CG,PTPN11
PLASMA MEMBRANE ESTROGEN RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PLASMA MEMBRANE ESTROGEN RECEPTOR SIGNALING	Plasma membrane estrogen receptor signaling	0.00014674319904849187	0.00014674319904849187	+1	PIK3CA,KRAS,PIK3R1,NRAS,AKT1
KISSPEPTIN/KISSPEPTIN RECEPTOR SYSTEM IN THE OVARY%WIKIPATHWAYS_20200810%WP4871%HOMO SAPIENS	Kisspeptin/Kisspeptin Receptor System in the Ovary	0.00014674319904849187	0.00014674319904849187	+1	PIK3CA,KRAS,NRAS,AKT1,PIK3CG
SIGNALING EVENTS MEDIATED BY VEGFR1 AND VEGFR2%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY VEGFR1 AND VEGFR2	Signaling events mediated by VEGFR1 and VEGFR2	0.00015015162140769655	0.00015015162140769655	+1	PIK3CA,PIK3R1,CTNNB1,AKT1,BRAF,PTPN11
NEURAL CREST DIFFERENTIATION%WIKIPATHWAYS_20200810%WP2064%HOMO SAPIENS	Neural Crest Differentiation	0.00015015162140769655	0.00015015162140769655	+1	NOTCH1,CTNNB1,CDH1,SOX9,FGFR2,FGFR3,AXIN2
PID_CXCR4_PATHWAY%MSIGDB_C2%PID_CXCR4_PATHWAY	PID_CXCR4_PATHWAY	0.00015015162140769655	0.00015015162140769655	+1	PIK3CA,PTEN,PIK3R1,AKT1,PIK3CG,MTOR,PTPN11
G1 S DNA DAMAGE CHECKPOINTS%REACTOME%R-HSA-69615.2	G1 S DNA Damage Checkpoints	0.00015015162140769655	0.00015015162140769655	+1	TP53,CDKN2A,ATM,CDKN1B,CHEK2,CDKN1A
RENAL SYSTEM DEVELOPMENT%GOBP%GO:0072001	renal system development	0.00015265251785486218	0.00015265251785486218	+1	NF1,GATA3,SOX9,WT1,LRRK2,PDGFRA,FGFR2,SOX17
POSITIVE REGULATION OF PROTEIN CATABOLIC PROCESS%GOBP%GO:0045732	positive regulation of protein catabolic process	0.00015539632826557594	0.00015539632826557594	+1	PTEN,APC,FBXW7,KEAP1,NFE2L2,CEBPA,CDKN1B,LRRK2,TAF1
STEM CELL DIFFERENTIATION%GOBP%GO:0048863	stem cell differentiation	0.00015814432634590438	0.00015814432634590438	+1	TP53,NOTCH1,SOX9,ERBB4,KIT,SETD2,FGFR2
POSITIVE REGULATION OF PROTEOLYSIS INVOLVED IN CELLULAR PROTEIN CATABOLIC PROCESS%GOBP%GO:1903052	positive regulation of proteolysis involved in cellular protein catabolic process	0.00015814432634590438	0.00015814432634590438	+1	PTEN,FBXW7,KEAP1,NFE2L2,CEBPA,LRRK2,TAF1
POSITIVE REGULATION OF ORGAN GROWTH%GOBP%GO:0046622	positive regulation of organ growth	0.00015957894173814665	0.00015957894173814665	+1	NOTCH1,WT1,ERBB4,FGFR2
SIGNALING BY NODAL%REACTOME DATABASE ID RELEASE 73%1181150	Signaling by NODAL	0.00015957894173814665	0.00015957894173814665	+1	SMAD4,ACVR1B,ACVR2A,SMAD2
POSITIVE REGULATION OF HEART GROWTH%GOBP%GO:0060421	positive regulation of heart growth	0.00015957894173814665	0.00015957894173814665	+1	NOTCH1,WT1,ERBB4,FGFR2
PID_VEGFR1_2_PATHWAY%MSIGDB_C2%PID_VEGFR1_2_PATHWAY	PID_VEGFR1_2_PATHWAY	0.0001598332903639048	0.0001598332903639048	+1	PIK3CA,PIK3R1,CTNNB1,AKT1,BRAF,PTPN11
REGULATION OF RESPONSE TO OXIDATIVE STRESS%GOBP%GO:1902882	regulation of response to oxidative stress	0.0001598332903639048	0.0001598332903639048	+1	FBXW7,NFE2L2,AKT1,HGF,TLR4,LRRK2
STEM CELL POPULATION MAINTENANCE%GOBP%GO:0019827	stem cell population maintenance	0.0001598332903639048	0.0001598332903639048	+1	NOTCH1,CTNNB1,SOX9,KIT,SMAD4,SMAD2
PID_ERBB1_INTERNALIZATION_PATHWAY%MSIGDB_C2%PID_ERBB1_INTERNALIZATION_PATHWAY	PID_ERBB1_INTERNALIZATION_PATHWAY	0.00016028491935133528	0.00016028491935133528	+1	PIK3CA,KRAS,EGFR,PIK3R1,NRAS
PID_ER_NONGENOMIC_PATHWAY%MSIGDB_C2%PID_ER_NONGENOMIC_PATHWAY	PID_ER_NONGENOMIC_PATHWAY	0.00016028491935133528	0.00016028491935133528	+1	PIK3CA,KRAS,PIK3R1,NRAS,AKT1
RUNX3 REGULATES CDKN1A TRANSCRIPTION%REACTOME%R-HSA-8941855.1	RUNX3 regulates CDKN1A transcription	0.00016251613641207936	0.00016251613641207936	+1	TP53,SMAD4,CDKN1A
SIGNALING BY TGF-BETA RECEPTOR COMPLEX IN CANCER%REACTOME DATABASE ID RELEASE 73%3304351	Signaling by TGF-beta Receptor Complex in Cancer	0.00016251613641207936	0.00016251613641207936	+1	SMAD4,TGFBR2,SMAD2
KITRECEPTOR%NETPATH%KITRECEPTOR	KitReceptor	0.00016445648591917146	0.00016445648591917146	+1	PIK3CA,PIK3R1,AKT1,MTOR,KIT,EP300,PTPN11
MAINTENANCE OF CELL NUMBER%GOBP%GO:0098727	maintenance of cell number	0.00017146523307014447	0.00017146523307014447	+1	NOTCH1,CTNNB1,SOX9,KIT,SMAD4,SMAD2
HALLMARK_UV_RESPONSE_DN%MSIGDB_C2%HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	0.00017161196865051717	0.00017161196865051717	+1	PTEN,RUNX1,CDKN1B,ATRX,KIT,TGFBR2,ACVR2A,SPOP
HALLMARK_PI3K_AKT_MTOR_SIGNALING%MSIGDB_C2%HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.00017395563713129236	0.00017395563713129236	+1	PTEN,EGFR,AKT1,CDKN1B,CDKN1A,PTPN11,SMAD2
DEACTIVATION OF THE BETA-CATENIN TRANSACTIVATING COMPLEX%REACTOME%R-HSA-3769402.3	Deactivation of the beta-catenin transactivating complex	0.00017810238532083245	0.00017810238532083245	+1	APC,CTNNB1,AKT1,SOX9,SOX17
GASTRIN_CCK2R_240212%PANTHER PATHWAY%P06959	Gastrin_CCK2R_240212	0.0001784729721636328	0.0001784729721636328	+1	PTEN,PIK3R1,CTNNB1,CDH1,MAP2K4,AKT1,BRAF,PTPN11
POSITIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	0.0001784729721636328	0.0001784729721636328	+1	TP53,FBXW7,FLT3,HGF,ERBB4,KIT,FGFR3,PTPN11
EPIGENETIC REGULATION OF GENE EXPRESSION%REACTOME%R-HSA-212165.2	Epigenetic regulation of gene expression	0.0001784729721636328	0.0001784729721636328	+1	DNMT3A,TET2,EP300,SF3B1,SIN3A,HIST1H2BD,ERCC2,EZH2
SUMOYLATION OF DNA DAMAGE RESPONSE AND REPAIR PROTEINS%REACTOME%R-HSA-3108214.2	SUMOylation of DNA damage response and repair proteins	0.00018294885042922376	0.00018294885042922376	+1	CDKN2A,STAG2,BRCA1,SMC1A,SMC3,RAD21
DNA-TEMPLATED TRANSCRIPTION, INITIATION%GOBP%GO:0006352	DNA-templated transcription, initiation	0.00018294885042922376	0.00018294885042922376	+1	PTEN,NOTCH1,AR,SOX9,CCND1,CDKN1A,TAF1,CBFB,ERCC2
BIOCARTA_IGF1_PATHWAY%MSIGDB_C2%BIOCARTA_IGF1_PATHWAY	BIOCARTA_IGF1_PATHWAY	0.00018725597590464477	0.00018725597590464477	+1	PIK3CA,PIK3R1,PIK3CG,PTPN11
SIGNALING BY NTRK2 (TRKB)%REACTOME DATABASE ID RELEASE 73%9006115	Signaling by NTRK2 (TRKB)	0.00018725597590464477	0.00018725597590464477	+1	PIK3CA,PIK3R1,NRAS,PTPN11
TP53 NETWORK%WIKIPATHWAYS_20200810%WP1742%HOMO SAPIENS	TP53 Network	0.00018725597590464477	0.00018725597590464477	+1	TP53,CDKN2A,ATM,CDKN1A
SIGNALING BY ERBB2 KD MUTANTS%REACTOME%R-HSA-9664565.1	Signaling by ERBB2 KD Mutants	0.00018725597590464477	0.00018725597590464477	+1	PIK3CA,EGFR,PIK3R1,NRAS
MITOTIC G1 PHASE AND G1 S TRANSITION%REACTOME%R-HSA-453279.4	Mitotic G1 phase and G1 S transition	0.0001940883913443961	0.0001940883913443961	+1	CDKN2A,RB1,AKT1,CDKN1B,CCND1,CDKN1A,PPP2R1A,CDKN2C
IGF1R SIGNALING CASCADE%REACTOME%R-HSA-2428924.1	IGF1R signaling cascade	0.00019443583917494364	0.00019443583917494364	+1	PIK3CA,PIK3R1,FLT3,NRAS,PTPN11
PID_TCPTP_PATHWAY%MSIGDB_C2%PID_TCPTP_PATHWAY	PID_TCPTP_PATHWAY	0.00019443583917494364	0.00019443583917494364	+1	PIK3CA,EGFR,PIK3R1,HGF,ATR
IRS-RELATED EVENTS TRIGGERED BY IGF1R%REACTOME%R-HSA-2428928.1	IRS-related events triggered by IGF1R	0.00019443583917494364	0.00019443583917494364	+1	PIK3CA,PIK3R1,FLT3,NRAS,PTPN11
PI3 KINASE PATHWAY%PANTHER PATHWAY%P00048	PI3 kinase pathway	0.00019443583917494364	0.00019443583917494364	+1	PIK3CA,PTEN,PIK3R1,NRAS,AKT1
REGULATION OF MYELOID CELL DIFFERENTIATION%GOBP%GO:0045637	regulation of myeloid cell differentiation	0.00020205838389221348	0.00020205838389221348	+1	FBXW7,RUNX1,MTOR,TLR4,EP300,CBFB,SIN3A,ACVR1B,ACVR2A
RESPONSE TO HYPOXIA%GOBP%GO:0001666	response to hypoxia	0.00020205838389221348	0.00020205838389221348	+1	TP53,VHL,NF1,NOTCH1,NFE2L2,AJUBA,MTOR,EP300,SMAD4
IL4%NETPATH%IL4	IL4	0.00020938996365364975	0.00020938996365364975	+1	PIK3CA,PIK3R1,CEBPA,AKT1,EP300,PTPN11
PRE-NOTCH EXPRESSION AND PROCESSING%REACTOME%R-HSA-1912422.1	Pre-NOTCH Expression and Processing	0.00021327845087927176	0.00021327845087927176	+1	TP53,NOTCH1,RUNX1,ELF3,EP300,CCND1,HIST1H2BD
CELL FATE SPECIFICATION%GOBP%GO:0001708	cell fate specification	0.0002139909058424983	0.0002139909058424983	+1	APC,TBX3,SOX9,FOXA2,SOX17
A6B1 AND A6B4 INTEGRIN SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%A6B1 AND A6B4 INTEGRIN SIGNALING	a6b1 and a6b4 Integrin signaling	0.0002139909058424983	0.0002139909058424983	+1	PIK3CA,EGFR,PIK3R1,CDH1,AKT1
BIOCARTA_TCR_PATHWAY%MSIGDB_C2%BIOCARTA_TCR_PATHWAY	BIOCARTA_TCR_PATHWAY	0.0002139909058424983	0.0002139909058424983	+1	PIK3CA,PIK3R1,MAP3K1,MAP2K4,PIK3CG
FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS	FOXA2 and FOXA3 transcription factor networks	0.0002139909058424983	0.0002139909058424983	+1	NF1,CEBPA,AKT1,FOXA1,FOXA2
SIGNALING BY TYPE 1 INSULIN-LIKE GROWTH FACTOR 1 RECEPTOR (IGF1R)%REACTOME%R-HSA-2404192.2	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	0.0002139909058424983	0.0002139909058424983	+1	PIK3CA,PIK3R1,FLT3,NRAS,PTPN11
DOWNSTREAM SIGNALING OF ACTIVATED FGFR4%REACTOME%R-HSA-5654716.1	Downstream signaling of activated FGFR4	0.0002169593097399421	0.0002169593097399421	+1	PIK3CA,PIK3R1,NRAS,PTPN11
POSITIVE REGULATION OF TRANSCRIPTION REGULATORY REGION DNA BINDING%GOBP%GO:2000679	positive regulation of transcription regulatory region DNA binding	0.0002169593097399421	0.0002169593097399421	+1	GATA3,RB1,CTNNB1,EP300
REGULATION OF TRANSCRIPTION BY RNA POLYMERASE III%GOBP%GO:0006359	regulation of transcription by RNA polymerase III	0.0002169593097399421	0.0002169593097399421	+1	CEBPA,AR,MTOR,BRCA1
POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER INVOLVED IN CELLULAR RESPONSE TO CHEMICAL STIMULUS%GOBP%GO:1901522	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	0.0002169593097399421	0.0002169593097399421	+1	NOTCH1,NFE2L2,EP300,SMAD4
BIOCARTA_AKT_PATHWAY%MSIGDB_C2%BIOCARTA_AKT_PATHWAY	BIOCARTA_AKT_PATHWAY	0.0002169593097399421	0.0002169593097399421	+1	PIK3CA,PIK3R1,AKT1,PIK3CG
BIOCARTA_INSULIN_PATHWAY%MSIGDB_C2%BIOCARTA_INSULIN_PATHWAY	BIOCARTA_INSULIN_PATHWAY	0.0002169593097399421	0.0002169593097399421	+1	PIK3CA,PIK3R1,PIK3CG,PTPN11
CD28 DEPENDENT PI3K AKT SIGNALING%REACTOME%R-HSA-389357.1	CD28 dependent PI3K Akt signaling	0.0002169593097399421	0.0002169593097399421	+1	PIK3CA,PIK3R1,AKT1,MTOR
