"genesets_old.geneset.ID"	"genesets_old.geneset.NAMEonly"	"genesets_old.geneset.size"	"genesets_old.geneset.SOURCE"	"genesets_new.geneset.NAMEonly"	"genesets_new.geneset.size"	"genesets_new.geneset.SOURCE"
"BIOCARTA_IFNG_PATHWAY"	NA	0	NA	"BIOCARTA_IFNG_PATHWAY"	6	"MSIGDB_C2"
"BIOCARTA_ION_PATHWAY"	NA	0	NA	"BIOCARTA_ION_PATHWAY"	6	"MSIGDB_C2"
"BIOCARTA_IRES_PATHWAY"	NA	0	NA	"BIOCARTA_IRES_PATHWAY"	7	"MSIGDB_C2"
"BIOCARTA_LDL_PATHWAY"	NA	0	NA	"BIOCARTA_LDL_PATHWAY"	7	"MSIGDB_C2"
"BIOCARTA_LIS1_PATHWAY"	NA	0	NA	"BIOCARTA_LIS1_PATHWAY"	16	"MSIGDB_C2"
"BIOCARTA_LYMPHOCYTE_PATHWAY"	NA	0	NA	"BIOCARTA_LYMPHOCYTE_PATHWAY"	7	"MSIGDB_C2"
"BIOCARTA_MALATEX_PATHWAY"	NA	0	NA	"BIOCARTA_MALATEX_PATHWAY"	8	"MSIGDB_C2"
"BIOCARTA_MELANOCYTE_PATHWAY"	NA	0	NA	"BIOCARTA_MELANOCYTE_PATHWAY"	8	"MSIGDB_C2"
"BIOCARTA_MHC_PATHWAY"	NA	0	NA	"BIOCARTA_MHC_PATHWAY"	12	"MSIGDB_C2"
"BIOCARTA_MITR_PATHWAY"	NA	0	NA	"BIOCARTA_MITR_PATHWAY"	5	"MSIGDB_C2"
"BIOCARTA_MRP_PATHWAY"	NA	0	NA	"BIOCARTA_MRP_PATHWAY"	7	"MSIGDB_C2"
"BIOCARTA_MSP_PATHWAY"	NA	0	NA	"BIOCARTA_MSP_PATHWAY"	5	"MSIGDB_C2"
"BIOCARTA_NEUTROPHIL_PATHWAY"	NA	0	NA	"BIOCARTA_NEUTROPHIL_PATHWAY"	6	"MSIGDB_C2"
"BIOCARTA_NOTCH_PATHWAY"	NA	0	NA	"BIOCARTA_NOTCH_PATHWAY"	6	"MSIGDB_C2"
"BIOCARTA_NPC_PATHWAY"	NA	0	NA	"BIOCARTA_NPC_PATHWAY"	10	"MSIGDB_C2"
"BIOCARTA_NPP1_PATHWAY"	NA	0	NA	"BIOCARTA_NPP1_PATHWAY"	11	"MSIGDB_C2"
"BIOCARTA_PCAF_PATHWAY"	NA	0	NA	"BIOCARTA_PCAF_PATHWAY"	14	"MSIGDB_C2"
"BIOCARTA_PDZS_PATHWAY"	NA	0	NA	"BIOCARTA_PDZS_PATHWAY"	12	"MSIGDB_C2"
"BIOCARTA_PELP1_PATHWAY"	NA	0	NA	"BIOCARTA_PELP1_PATHWAY"	6	"MSIGDB_C2"
"BIOCARTA_PEPI_PATHWAY"	NA	0	NA	"BIOCARTA_PEPI_PATHWAY"	9	"MSIGDB_C2"
"BIOCARTA_PKC_PATHWAY"	NA	0	NA	"BIOCARTA_PKC_PATHWAY"	8	"MSIGDB_C2"
"BIOCARTA_PLC_PATHWAY"	NA	0	NA	"BIOCARTA_PLC_PATHWAY"	7	"MSIGDB_C2"
"BIOCARTA_PLCD_PATHWAY"	NA	0	NA	"BIOCARTA_PLCD_PATHWAY"	5	"MSIGDB_C2"
"BIOCARTA_PLK3_PATHWAY"	NA	0	NA	"BIOCARTA_PLK3_PATHWAY"	6	"MSIGDB_C2"
"BIOCARTA_PPARG_PATHWAY"	NA	0	NA	"BIOCARTA_PPARG_PATHWAY"	9	"MSIGDB_C2"
"BIOCARTA_PRC2_PATHWAY"	NA	0	NA	"BIOCARTA_PRC2_PATHWAY"	14	"MSIGDB_C2"
"BIOCARTA_PRION_PATHWAY"	NA	0	NA	"BIOCARTA_PRION_PATHWAY"	13	"MSIGDB_C2"
"BIOCARTA_RACC_PATHWAY"	NA	0	NA	"BIOCARTA_RACC_PATHWAY"	12	"MSIGDB_C2"
"BIOCARTA_RAN_PATHWAY"	NA	0	NA	"BIOCARTA_RAN_PATHWAY"	5	"MSIGDB_C2"
"BIOCARTA_RANBP2_PATHWAY"	NA	0	NA	"BIOCARTA_RANBP2_PATHWAY"	11	"MSIGDB_C2"
"BIOCARTA_RECK_PATHWAY"	NA	0	NA	"BIOCARTA_RECK_PATHWAY"	9	"MSIGDB_C2"
"BIOCARTA_REELIN_PATHWAY"	NA	0	NA	"BIOCARTA_REELIN_PATHWAY"	8	"MSIGDB_C2"
"BIOCARTA_RHODOPSIN_PATHWAY"	NA	0	NA	"BIOCARTA_RHODOPSIN_PATHWAY"	9	"MSIGDB_C2"
"BIOCARTA_RNAPOL3_PATHWAY"	NA	0	NA	"BIOCARTA_RNAPOL3_PATHWAY"	7	"MSIGDB_C2"
"BIOCARTA_S1P_PATHWAY"	NA	0	NA	"BIOCARTA_S1P_PATHWAY"	7	"MSIGDB_C2"
"BIOCARTA_SAM68_PATHWAY"	NA	0	NA	"BIOCARTA_SAM68_PATHWAY"	6	"MSIGDB_C2"
"BIOCARTA_SLRP_PATHWAY"	NA	0	NA	"BIOCARTA_SLRP_PATHWAY"	4	"MSIGDB_C2"
"BIOCARTA_SM_PATHWAY"	NA	0	NA	"BIOCARTA_SM_PATHWAY"	14	"MSIGDB_C2"
"BIOCARTA_STAT3_PATHWAY"	NA	0	NA	"BIOCARTA_STAT3_PATHWAY"	8	"MSIGDB_C2"
"BIOCARTA_SUMO_PATHWAY"	NA	0	NA	"BIOCARTA_SUMO_PATHWAY"	7	"MSIGDB_C2"
"BIOCARTA_TERC_PATHWAY"	NA	0	NA	"BIOCARTA_TERC_PATHWAY"	7	"MSIGDB_C2"
"BIOCARTA_TERT_PATHWAY"	NA	0	NA	"BIOCARTA_TERT_PATHWAY"	8	"MSIGDB_C2"
"BIOCARTA_TSP1_PATHWAY"	NA	0	NA	"BIOCARTA_TSP1_PATHWAY"	8	"MSIGDB_C2"
"BIOCARTA_TUBBY_PATHWAY"	NA	0	NA	"BIOCARTA_TUBBY_PATHWAY"	5	"MSIGDB_C2"
"BIOCARTA_VOBESITY_PATHWAY"	NA	0	NA	"BIOCARTA_VOBESITY_PATHWAY"	8	"MSIGDB_C2"
"BIOCARTA_WNT_LRP6_PATHWAY"	NA	0	NA	"BIOCARTA_WNT_LRP6_PATHWAY"	6	"MSIGDB_C2"
"CCR5"	NA	0	NA	"CCR5"	29	"IOB"
"CHOLINE-BETAINE-ANA-PWY"	NA	0	NA	"CHOLINE DEGRADATION"	3	"BIOCYC"
"COA-PWY-1"	NA	0	NA	"COENZYME A BIOSYNTHESIS"	7	"BIOCYC"
"DETOX1-PWY-1"	NA	0	NA	"REACTIVE OXYGEN SPECIES DEGRADATION"	12	"BIOCYC"
"GLYCLEAV-PWY"	NA	0	NA	"GLYCINE CLEAVAGE"	4	"BIOCYC"
"GO:0000025"	NA	0	NA	"MALTOSE CATABOLIC PROCESS"	2	"GOBP"
"GO:0000032"	NA	0	NA	"CELL WALL MANNOPROTEIN BIOSYNTHETIC PROCESS"	2	"GOBP"
"GO:0000425"	NA	0	NA	"PEXOPHAGY"	7	"GOBP"
"GO:0000708"	NA	0	NA	"MEIOTIC STRAND INVASION"	2	"GOBP"
"GO:0000709"	NA	0	NA	"MEIOTIC JOINT MOLECULE FORMATION"	2	"GOBP"
"GO:0001109"	NA	0	NA	"PROMOTER CLEARANCE DURING DNA-TEMPLATED TRANSCRIPTION"	4	"GOBP"
"GO:0001111"	NA	0	NA	"RNA POLYMERASE II PROMOTER CLEARANCE"	4	"GOBP"
"GO:0001178"	NA	0	NA	"REGULATION OF TRANSCRIPTIONAL START SITE SELECTION AT RNA POLYMERASE II PROMOTER"	2	"GOBP"
"GO:0001408"	NA	0	NA	"GUANINE NUCLEOTIDE TRANSPORT"	8	"GOBP"
"GO:0001575"	NA	0	NA	"GLOBOSIDE METABOLIC PROCESS"	2	"GOBP"
"GO:0001576"	NA	0	NA	"GLOBOSIDE BIOSYNTHETIC PROCESS"	2	"GOBP"
"GO:0001762"	NA	0	NA	"BETA-ALANINE TRANSPORT"	3	"GOBP"
"GO:0001788"	NA	0	NA	"ANTIBODY-DEPENDENT CELLULAR CYTOTOXICITY"	4	"GOBP"
"GO:0001794"	NA	0	NA	"TYPE IIA HYPERSENSITIVITY"	4	"GOBP"
"GO:0001878"	NA	0	NA	"RESPONSE TO YEAST"	4	"GOBP"
"GO:0001879"	NA	0	NA	"DETECTION OF YEAST"	3	"GOBP"
"GO:0001949"	NA	0	NA	"SEBACEOUS GLAND CELL DIFFERENTIATION"	2	"GOBP"
"GO:0001951"	NA	0	NA	"INTESTINAL D-GLUCOSE ABSORPTION"	2	"GOBP"
"GO:0001957"	NA	0	NA	"INTRAMEMBRANOUS OSSIFICATION"	2	"GOBP"
"GO:0001970"	NA	0	NA	"POSITIVE REGULATION OF ACTIVATION OF MEMBRANE ATTACK COMPLEX"	2	"GOBP"
"GO:0002128"	NA	0	NA	"TRNA NUCLEOSIDE RIBOSE METHYLATION"	2	"GOBP"
"GO:0002157"	NA	0	NA	"POSITIVE REGULATION OF THYROID HORMONE MEDIATED SIGNALING PATHWAY"	3	"GOBP"
"GO:0002182"	NA	0	NA	"CYTOPLASMIC TRANSLATIONAL ELONGATION"	2	"GOBP"
"GO:0002222"	NA	0	NA	"STIMULATORY KILLER CELL IMMUNOGLOBULIN-LIKE RECEPTOR SIGNALING PATHWAY"	3	"GOBP"
"GO:0002304"	NA	0	NA	"GAMMA-DELTA INTRAEPITHELIAL T CELL DIFFERENTIATION"	2	"GOBP"
"GO:0002305"	NA	0	NA	"CD8-POSITIVE, GAMMA-DELTA INTRAEPITHELIAL T CELL DIFFERENTIATION"	2	"GOBP"
"GO:0002404"	NA	0	NA	"ANTIGEN SAMPLING IN MUCOSAL-ASSOCIATED LYMPHOID TISSUE"	2	"GOBP"
"GO:0002406"	NA	0	NA	"ANTIGEN SAMPLING BY M CELLS IN MUCOSAL-ASSOCIATED LYMPHOID TISSUE"	2	"GOBP"
"GO:0002412"	NA	0	NA	"ANTIGEN TRANSCYTOSIS BY M CELLS IN MUCOSAL-ASSOCIATED LYMPHOID TISSUE"	2	"GOBP"
"GO:0002420"	NA	0	NA	"NATURAL KILLER CELL MEDIATED CYTOTOXICITY DIRECTED AGAINST TUMOR CELL TARGET"	2	"GOBP"
"GO:0002423"	NA	0	NA	"NATURAL KILLER CELL MEDIATED IMMUNE RESPONSE TO TUMOR CELL"	2	"GOBP"
"GO:0002435"	NA	0	NA	"IMMUNE COMPLEX CLEARANCE BY ERYTHROCYTES"	2	"GOBP"
"GO:0002445"	NA	0	NA	"TYPE II HYPERSENSITIVITY"	4	"GOBP"
"GO:0002450"	NA	0	NA	"B CELL ANTIGEN PROCESSING AND PRESENTATION"	2	"GOBP"
"GO:0002469"	NA	0	NA	"MYELOID DENDRITIC CELL ANTIGEN PROCESSING AND PRESENTATION"	4	"GOBP"
"GO:0002491"	NA	0	NA	"ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II"	3	"GOBP"
"GO:0002505"	NA	0	NA	"ANTIGEN PROCESSING AND PRESENTATION OF POLYSACCHARIDE ANTIGEN VIA MHC CLASS II"	2	"GOBP"
"GO:0002524"	NA	0	NA	"HYPERSENSITIVITY"	5	"GOBP"
"GO:0002572"	NA	0	NA	"PRO-T CELL DIFFERENTIATION"	2	"GOBP"
"GO:0002669"	NA	0	NA	"POSITIVE REGULATION OF T CELL ANERGY"	2	"GOBP"
"GO:0002747"	NA	0	NA	"ANTIGEN PROCESSING AND PRESENTATION FOLLOWING PHAGOCYTOSIS"	2	"GOBP"
"GO:0002841"	NA	0	NA	"NEGATIVE REGULATION OF T CELL MEDIATED IMMUNE RESPONSE TO TUMOR CELL"	3	"GOBP"
"GO:0002913"	NA	0	NA	"POSITIVE REGULATION OF LYMPHOCYTE ANERGY"	2	"GOBP"
"GO:0002925"	NA	0	NA	"POSITIVE REGULATION OF HUMORAL IMMUNE RESPONSE MEDIATED BY CIRCULATING IMMUNOGLOBULIN"	2	"GOBP"
"GO:0003092"	NA	0	NA	"RENAL WATER RETENTION"	2	"GOBP"
"GO:0003166"	NA	0	NA	"BUNDLE OF HIS DEVELOPMENT"	6	"GOBP"
"GO:0003167"	NA	0	NA	"ATRIOVENTRICULAR BUNDLE CELL DIFFERENTIATION"	3	"GOBP"
"GO:0003189"	NA	0	NA	"AORTIC VALVE FORMATION"	3	"GOBP"
"GO:0003242"	NA	0	NA	"CARDIAC CHAMBER BALLOONING"	2	"GOBP"
"GO:0003353"	NA	0	NA	"POSITIVE REGULATION OF CILIUM MOVEMENT"	11	"GOBP"
"GO:0003354"	NA	0	NA	"NEGATIVE REGULATION OF CILIUM MOVEMENT"	3	"GOBP"
"GO:0005987"	NA	0	NA	"SUCROSE CATABOLIC PROCESS"	2	"GOBP"
"GO:0005990"	NA	0	NA	"LACTOSE CATABOLIC PROCESS"	2	"GOBP"
"GO:0006056"	NA	0	NA	"MANNOPROTEIN METABOLIC PROCESS"	2	"GOBP"
"GO:0006057"	NA	0	NA	"MANNOPROTEIN BIOSYNTHETIC PROCESS"	2	"GOBP"
"GO:0006149"	NA	0	NA	"DEOXYINOSINE CATABOLIC PROCESS"	3	"GOBP"
"GO:0006157"	NA	0	NA	"DEOXYADENOSINE CATABOLIC PROCESS"	2	"GOBP"
"GO:0006170"	NA	0	NA	"DAMP BIOSYNTHETIC PROCESS"	2	"GOBP"
"GO:0006204"	NA	0	NA	"IMP CATABOLIC PROCESS"	5	"GOBP"
"GO:0006249"	NA	0	NA	"DCMP CATABOLIC PROCESS"	2	"GOBP"
"GO:0006254"	NA	0	NA	"CTP CATABOLIC PROCESS"	2	"GOBP"
"GO:0006500"	NA	0	NA	"N-TERMINAL PROTEIN PALMITOYLATION"	2	"GOBP"
"GO:0006535"	NA	0	NA	"CYSTEINE BIOSYNTHETIC PROCESS FROM SERINE"	2	"GOBP"
"GO:0006769"	NA	0	NA	"NICOTINAMIDE METABOLIC PROCESS"	2	"GOBP"
"GO:0006785"	NA	0	NA	"HEME B BIOSYNTHETIC PROCESS"	2	"GOBP"
"GO:0006846"	NA	0	NA	"ACETATE TRANSPORT"	2	"GOBP"
"GO:0007284"	NA	0	NA	"SPERMATOGONIAL CELL DIVISION"	2	"GOBP"
"GO:0009114"	NA	0	NA	"HYPOXANTHINE CATABOLIC PROCESS"	2	"GOBP"
"GO:0009131"	NA	0	NA	"PYRIMIDINE NUCLEOSIDE MONOPHOSPHATE CATABOLIC PROCESS"	2	"GOBP"
"GO:0009170"	NA	0	NA	"PURINE DEOXYRIBONUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS"	5	"GOBP"
"GO:0009171"	NA	0	NA	"PURINE DEOXYRIBONUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS"	2	"GOBP"
"GO:0009172"	NA	0	NA	"PURINE DEOXYRIBONUCLEOSIDE MONOPHOSPHATE CATABOLIC PROCESS"	3	"GOBP"
"GO:0009178"	NA	0	NA	"PYRIMIDINE DEOXYRIBONUCLEOSIDE MONOPHOSPHATE CATABOLIC PROCESS"	2	"GOBP"
"GO:0009203"	NA	0	NA	"RIBONUCLEOSIDE TRIPHOSPHATE CATABOLIC PROCESS"	2	"GOBP"
"GO:0009210"	NA	0	NA	"PYRIMIDINE RIBONUCLEOSIDE TRIPHOSPHATE CATABOLIC PROCESS"	2	"GOBP"
"GO:0009258"	NA	0	NA	"10-FORMYLTETRAHYDROFOLATE CATABOLIC PROCESS"	4	"GOBP"
"GO:0009449"	NA	0	NA	"GAMMA-AMINOBUTYRIC ACID BIOSYNTHETIC PROCESS"	5	"GOBP"
"GO:0009644"	NA	0	NA	"RESPONSE TO HIGH LIGHT INTENSITY"	2	"GOBP"
"GO:0009683"	NA	0	NA	"INDOLEACETIC ACID METABOLIC PROCESS"	2	"GOBP"
"GO:0010138"	NA	0	NA	"PYRIMIDINE RIBONUCLEOTIDE SALVAGE"	3	"GOBP"
"GO:0010232"	NA	0	NA	"VASCULAR TRANSPORT"	87	"GOBP"
"GO:0010312"	NA	0	NA	"DETOXIFICATION OF ZINC ION"	3	"GOBP"
"GO:0010351"	NA	0	NA	"LITHIUM ION TRANSPORT"	2	"GOBP"
"GO:0010424"	NA	0	NA	"DNA METHYLATION ON CYTOSINE WITHIN A CG SEQUENCE"	2	"GOBP"
"GO:0010570"	NA	0	NA	"REGULATION OF FILAMENTOUS GROWTH"	2	"GOBP"
"GO:0010585"	NA	0	NA	"GLUTAMINE SECRETION"	2	"GOBP"
"GO:0010651"	NA	0	NA	"NEGATIVE REGULATION OF CELL COMMUNICATION BY ELECTRICAL COUPLING"	2	"GOBP"
"GO:0010707"	NA	0	NA	"GLOBOSIDE BIOSYNTHETIC PROCESS VIA LACTOSYLCERAMIDE"	2	"GOBP"
"GO:0010774"	NA	0	NA	"MEIOTIC STRAND INVASION INVOLVED IN RECIPROCAL MEIOTIC RECOMBINATION"	2	"GOBP"
"GO:0012502"	NA	0	NA	"INDUCTION OF PROGRAMMED CELL DEATH"	2	"GOBP"
"GO:0014046"	NA	0	NA	"DOPAMINE SECRETION"	4	"GOBP"
"GO:0014057"	NA	0	NA	"POSITIVE REGULATION OF ACETYLCHOLINE SECRETION, NEUROTRANSMISSION"	2	"GOBP"
"GO:0014906"	NA	0	NA	"MYOTUBE CELL DEVELOPMENT INVOLVED IN SKELETAL MUSCLE REGENERATION"	2	"GOBP"
"GO:0015675"	NA	0	NA	"NICKEL CATION TRANSPORT"	2	"GOBP"
"GO:0015679"	NA	0	NA	"PLASMA MEMBRANE COPPER ION TRANSPORT"	2	"GOBP"
"GO:0015706"	NA	0	NA	"NITRATE TRANSMEMBRANE TRANSPORT"	2	"GOBP"
"GO:0015723"	NA	0	NA	"BILIRUBIN TRANSPORT"	2	"GOBP"
"GO:0015741"	NA	0	NA	"FUMARATE TRANSPORT"	3	"GOBP"
"GO:0015821"	NA	0	NA	"METHIONINE TRANSPORT"	4	"GOBP"
"GO:0015828"	NA	0	NA	"TYROSINE TRANSPORT"	3	"GOBP"
"GO:0015843"	NA	0	NA	"METHYLAMMONIUM TRANSPORT"	3	"GOBP"
"GO:0015847"	NA	0	NA	"PUTRESCINE TRANSPORT"	4	"GOBP"
"GO:0015848"	NA	0	NA	"SPERMIDINE TRANSPORT"	5	"GOBP"
"GO:0015857"	NA	0	NA	"URACIL TRANSPORT"	4	"GOBP"
"GO:0015883"	NA	0	NA	"FAD TRANSPORT"	2	"GOBP"
"GO:0016068"	NA	0	NA	"TYPE I HYPERSENSITIVITY"	2	"GOBP"
"GO:0016110"	NA	0	NA	"TETRATERPENOID CATABOLIC PROCESS"	2	"GOBP"
"GO:0016118"	NA	0	NA	"CAROTENOID CATABOLIC PROCESS"	2	"GOBP"
"GO:0016124"	NA	0	NA	"XANTHOPHYLL CATABOLIC PROCESS"	2	"GOBP"
"GO:0016183"	NA	0	NA	"SYNAPTIC VESICLE COATING"	6	"GOBP"
"GO:0016268"	NA	0	NA	"O-GLYCAN PROCESSING, CORE 2"	2	"GOBP"
"GO:0016562"	NA	0	NA	"PROTEIN IMPORT INTO PEROXISOME MATRIX, RECEPTOR RECYCLING"	8	"GOBP"
"GO:0017192"	NA	0	NA	"N-TERMINAL PEPTIDYL-GLUTAMINE ACETYLATION"	2	"GOBP"
"GO:0018009"	NA	0	NA	"N-TERMINAL PEPTIDYL-L-CYSTEINE N-PALMITOYLATION"	2	"GOBP"
"GO:0019243"	NA	0	NA	"METHYLGLYOXAL CATABOLIC PROCESS TO D-LACTATE VIA S-LACTOYL-GLUTATHIONE"	2	"GOBP"
"GO:0019440"	NA	0	NA	"TRYPTOPHAN CATABOLIC PROCESS TO INDOLE-3-ACETATE"	2	"GOBP"
"GO:0019516"	NA	0	NA	"LACTATE OXIDATION"	1	"GOBP"
"GO:0019628"	NA	0	NA	"URATE CATABOLIC PROCESS"	2	"GOBP"
"GO:0019678"	NA	0	NA	"PROPIONATE METABOLIC PROCESS, METHYLMALONYL PATHWAY"	2	"GOBP"
"GO:0021556"	NA	0	NA	"CENTRAL NERVOUS SYSTEM FORMATION"	2	"GOBP"
"GO:0021605"	NA	0	NA	"CRANIAL NERVE MATURATION"	3	"GOBP"
"GO:0021630"	NA	0	NA	"OLFACTORY NERVE MATURATION"	3	"GOBP"
"GO:0021636"	NA	0	NA	"TRIGEMINAL NERVE MORPHOGENESIS"	2	"GOBP"
"GO:0021637"	NA	0	NA	"TRIGEMINAL NERVE STRUCTURAL ORGANIZATION"	2	"GOBP"
"GO:0021682"	NA	0	NA	"NERVE MATURATION"	3	"GOBP"
"GO:0021785"	NA	0	NA	"BRANCHIOMOTOR NEURON AXON GUIDANCE"	2	"GOBP"
"GO:0021828"	NA	0	NA	"GONADOTROPHIN-RELEASING HORMONE NEURONAL MIGRATION TO THE HYPOTHALAMUS"	3	"GOBP"
"GO:0021856"	NA	0	NA	"HYPOTHALAMIC TANGENTIAL MIGRATION USING CELL-AXON INTERACTIONS"	3	"GOBP"
"GO:0021886"	NA	0	NA	"HYPOTHALAMUS GONADOTROPHIN-RELEASING HORMONE NEURON DIFFERENTIATION"	3	"GOBP"
"GO:0021888"	NA	0	NA	"HYPOTHALAMUS GONADOTROPHIN-RELEASING HORMONE NEURON DEVELOPMENT"	3	"GOBP"
"GO:0030328"	NA	0	NA	"PRENYLCYSTEINE CATABOLIC PROCESS"	2	"GOBP"
"GO:0030329"	NA	0	NA	"PRENYLCYSTEINE METABOLIC PROCESS"	2	"GOBP"
"GO:0030382"	NA	0	NA	"SPERM MITOCHONDRION ORGANIZATION"	2	"GOBP"
"GO:0030392"	NA	0	NA	"FRUCTOSAMINE CATABOLIC PROCESS"	2	"GOBP"
"GO:0031035"	NA	0	NA	"MYOSIN FILAMENT DISASSEMBLY"	2	"GOBP"
"GO:0031037"	NA	0	NA	"MYOSIN II FILAMENT DISASSEMBLY"	2	"GOBP"
"GO:0031038"	NA	0	NA	"MYOSIN II FILAMENT ORGANIZATION"	2	"GOBP"
"GO:0031144"	NA	0	NA	"PROTEASOME LOCALIZATION"	3	"GOBP"
"GO:0031173"	NA	0	NA	"OTOLITH MINERALIZATION COMPLETED EARLY IN DEVELOPMENT"	2	"GOBP"
"GO:0031452"	NA	0	NA	"NEGATIVE REGULATION OF HETEROCHROMATIN FORMATION"	7	"GOBP"
"GO:0031460"	NA	0	NA	"GLYCINE BETAINE TRANSPORT"	3	"GOBP"
"GO:0031506"	NA	0	NA	"CELL WALL GLYCOPROTEIN BIOSYNTHETIC PROCESS"	2	"GOBP"
"GO:0031509"	NA	0	NA	"SUBTELOMERIC HETEROCHROMATIN FORMATION"	7	"GOBP"
"GO:0032043"	NA	0	NA	"MITOCHONDRIAL DNA CATABOLIC PROCESS"	2	"GOBP"
"GO:0032224"	NA	0	NA	"POSITIVE REGULATION OF SYNAPTIC TRANSMISSION, CHOLINERGIC"	3	"GOBP"
"GO:0032262"	NA	0	NA	"PYRIMIDINE NUCLEOTIDE SALVAGE"	3	"GOBP"
"GO:0032459"	NA	0	NA	"REGULATION OF PROTEIN OLIGOMERIZATION"	3	"GOBP"
"GO:0032461"	NA	0	NA	"POSITIVE REGULATION OF PROTEIN OLIGOMERIZATION"	3	"GOBP"
"GO:0032462"	NA	0	NA	"REGULATION OF PROTEIN HOMOOLIGOMERIZATION"	2	"GOBP"
"GO:0032464"	NA	0	NA	"POSITIVE REGULATION OF PROTEIN HOMOOLIGOMERIZATION"	2	"GOBP"
"GO:0032484"	NA	0	NA	"RAL PROTEIN SIGNAL TRANSDUCTION"	3	"GOBP"
"GO:0032644"	NA	0	NA	"REGULATION OF FRACTALKINE PRODUCTION"	3	"GOBP"
"GO:0032665"	NA	0	NA	"REGULATION OF INTERLEUKIN-21 PRODUCTION"	3	"GOBP"
"GO:0032724"	NA	0	NA	"POSITIVE REGULATION OF FRACTALKINE PRODUCTION"	3	"GOBP"
"GO:0032745"	NA	0	NA	"POSITIVE REGULATION OF INTERLEUKIN-21 PRODUCTION"	3	"GOBP"
"GO:0032915"	NA	0	NA	"POSITIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA2 PRODUCTION"	2	"GOBP"
"GO:0032973"	NA	0	NA	"AMINO ACID EXPORT ACROSS PLASMA MEMBRANE"	2	"GOBP"
"GO:0033319"	NA	0	NA	"UDP-D-XYLOSE METABOLIC PROCESS"	2	"GOBP"
"GO:0033320"	NA	0	NA	"UDP-D-XYLOSE BIOSYNTHETIC PROCESS"	2	"GOBP"
"GO:0033327"	NA	0	NA	"LEYDIG CELL DIFFERENTIATION"	2	"GOBP"
"GO:0033383"	NA	0	NA	"GERANYL DIPHOSPHATE METABOLIC PROCESS"	2	"GOBP"
"GO:0033385"	NA	0	NA	"GERANYLGERANYL DIPHOSPHATE METABOLIC PROCESS"	2	"GOBP"
"GO:0033696"	NA	0	NA	"HETEROCHROMATIN BOUNDARY FORMATION"	3	"GOBP"
"GO:0034089"	NA	0	NA	"ESTABLISHMENT OF MEIOTIC SISTER CHROMATID COHESION"	5	"GOBP"
"GO:0034151"	NA	0	NA	"REGULATION OF TOLL-LIKE RECEPTOR 6 SIGNALING PATHWAY"	2	"GOBP"
"GO:0034229"	NA	0	NA	"ETHANOLAMINE TRANSPORT"	3	"GOBP"
"GO:0034345"	NA	0	NA	"NEGATIVE REGULATION OF TYPE III INTERFERON PRODUCTION"	2	"GOBP"
"GO:0034439"	NA	0	NA	"LIPOPROTEIN LIPID OXIDATION"	2	"GOBP"
"GO:0034486"	NA	0	NA	"VACUOLAR TRANSMEMBRANE TRANSPORT"	3	"GOBP"
"GO:0035351"	NA	0	NA	"HEME TRANSMEMBRANE TRANSPORT"	3	"GOBP"
"GO:0035352"	NA	0	NA	"NAD TRANSMEMBRANE TRANSPORT"	3	"GOBP"
"GO:0035394"	NA	0	NA	"REGULATION OF CHEMOKINE (C-X-C MOTIF) LIGAND 9 PRODUCTION"	2	"GOBP"
"GO:0035395"	NA	0	NA	"NEGATIVE REGULATION OF CHEMOKINE (C-X-C MOTIF) LIGAND 9 PRODUCTION"	2	"GOBP"
"GO:0035551"	NA	0	NA	"PROTEIN INITIATOR METHIONINE REMOVAL INVOLVED IN PROTEIN MATURATION"	4	"GOBP"
"GO:0035652"	NA	0	NA	"CLATHRIN-COATED VESICLE CARGO LOADING"	8	"GOBP"
"GO:0035654"	NA	0	NA	"CLATHRIN-COATED VESICLE CARGO LOADING, AP-3-MEDIATED"	8	"GOBP"
"GO:0036072"	NA	0	NA	"DIRECT OSSIFICATION"	2	"GOBP"
"GO:0036368"	NA	0	NA	"CONE PHOTORESPONSE RECOVERY"	2	"GOBP"
"GO:0036372"	NA	0	NA	"OPSIN TRANSPORT"	2	"GOBP"
"GO:0038004"	NA	0	NA	"EPIDERMAL GROWTH FACTOR RECEPTOR LIGAND MATURATION"	2	"GOBP"
"GO:0038029"	NA	0	NA	"EPIDERMAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY VIA MAPK CASCADE"	2	"GOBP"
"GO:0038043"	NA	0	NA	"INTERLEUKIN-5-MEDIATED SIGNALING PATHWAY"	7	"GOBP"
"GO:0038130"	NA	0	NA	"ERBB4 SIGNALING PATHWAY"	6	"GOBP"
"GO:0038134"	NA	0	NA	"ERBB2-EGFR SIGNALING PATHWAY"	7	"GOBP"
"GO:0038135"	NA	0	NA	"ERBB2-ERBB4 SIGNALING PATHWAY"	3	"GOBP"
"GO:0038138"	NA	0	NA	"ERBB4-ERBB4 SIGNALING PATHWAY"	5	"GOBP"
"GO:0038154"	NA	0	NA	"INTERLEUKIN-11-MEDIATED SIGNALING PATHWAY"	6	"GOBP"
