"genesets_old.geneset.ID"	"genesets_old.geneset.NAMEonly"	"genesets_old.geneset.size"	"genesets_old.geneset.SOURCE"	"genesets_new.geneset.NAMEonly"	"genesets_new.geneset.size"	"genesets_new.geneset.SOURCE"
"GO:0032800"	"RECEPTOR BIOSYNTHETIC PROCESS"	5	"GOBP"	NA	0	NA
"GO:0032889"	"REGULATION OF VACUOLE FUSION, NON-AUTOPHAGIC"	6	"GOBP"	NA	0	NA
"GO:0033127"	"REGULATION OF HISTONE PHOSPHORYLATION"	11	"GOBP"	NA	0	NA
"GO:0033128"	"NEGATIVE REGULATION OF HISTONE PHOSPHORYLATION"	3	"GOBP"	NA	0	NA
"GO:0033129"	"POSITIVE REGULATION OF HISTONE PHOSPHORYLATION"	7	"GOBP"	NA	0	NA
"GO:0033168"	"CONVERSION OF DS SIRNA TO SS SIRNA INVOLVED IN RNA INTERFERENCE"	2	"GOBP"	NA	0	NA
"GO:0033184"	"POSITIVE REGULATION OF HISTONE UBIQUITINATION"	6	"GOBP"	NA	0	NA
"GO:0033214"	"IRON ASSIMILATION BY CHELATION AND TRANSPORT"	2	"GOBP"	NA	0	NA
"GO:0033483"	"GAS HOMEOSTASIS"	9	"GOBP"	NA	0	NA
"GO:0033561"	"REGULATION OF WATER LOSS VIA SKIN"	19	"GOBP"	NA	0	NA
"GO:0033575"	"PROTEIN GLYCOSYLATION AT CELL SURFACE"	1	"GOBP"	NA	0	NA
"GO:0033577"	"PROTEIN GLYCOSYLATION IN ENDOPLASMIC RETICULUM"	3	"GOBP"	NA	0	NA
"GO:0033580"	"PROTEIN GALACTOSYLATION AT CELL SURFACE"	1	"GOBP"	NA	0	NA
"GO:0033683"	"NUCLEOTIDE-EXCISION REPAIR, DNA INCISION"	40	"GOBP"	NA	0	NA
"GO:0033692"	"CELLULAR POLYSACCHARIDE BIOSYNTHETIC PROCESS"	39	"GOBP"	NA	0	NA
"GO:0034128"	"NEGATIVE REGULATION OF MYD88-INDEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY"	8	"GOBP"	NA	0	NA
"GO:0034146"	"TOLL-LIKE RECEPTOR 5 SIGNALING PATHWAY"	2	"GOBP"	NA	0	NA
"GO:0034166"	"TOLL-LIKE RECEPTOR 10 SIGNALING PATHWAY"	2	"GOBP"	NA	0	NA
"GO:0034287"	"DETECTION OF MONOSACCHARIDE STIMULUS"	4	"GOBP"	NA	0	NA
"GO:0034395"	"REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO IRON"	2	"GOBP"	NA	0	NA
"GO:0034401"	"CHROMATIN ORGANIZATION INVOLVED IN REGULATION OF TRANSCRIPTION"	2	"GOBP"	NA	0	NA
"GO:0034433"	"STEROID ESTERIFICATION"	5	"GOBP"	NA	0	NA
"GO:0034434"	"STEROL ESTERIFICATION"	5	"GOBP"	NA	0	NA
"GO:0034435"	"CHOLESTEROL ESTERIFICATION"	5	"GOBP"	NA	0	NA
"GO:0034613"	"CELLULAR PROTEIN LOCALIZATION"	1328	"GOBP"	NA	0	NA
"GO:0034622"	"CELLULAR PROTEIN-CONTAINING COMPLEX ASSEMBLY"	769	"GOBP"	NA	0	NA
"GO:0034629"	"CELLULAR PROTEIN-CONTAINING COMPLEX LOCALIZATION"	21	"GOBP"	NA	0	NA
"GO:0034637"	"CELLULAR CARBOHYDRATE BIOSYNTHETIC PROCESS"	50	"GOBP"	NA	0	NA
"GO:0034645"	"CELLULAR MACROMOLECULE BIOSYNTHETIC PROCESS"	1302	"GOBP"	NA	0	NA
"GO:0034720"	"HISTONE H3-K4 DEMETHYLATION"	9	"GOBP"	NA	0	NA
"GO:0034723"	"DNA REPLICATION-DEPENDENT NUCLEOSOME ORGANIZATION"	33	"GOBP"	NA	0	NA
"GO:0034724"	"DNA REPLICATION-INDEPENDENT NUCLEOSOME ORGANIZATION"	55	"GOBP"	NA	0	NA
"GO:0034754"	"CELLULAR HORMONE METABOLIC PROCESS"	94	"GOBP"	NA	0	NA
"GO:0034770"	"HISTONE H4-K20 METHYLATION"	4	"GOBP"	NA	0	NA
"GO:0034773"	"HISTONE H4-K20 TRIMETHYLATION"	4	"GOBP"	NA	0	NA
"GO:0034970"	"HISTONE H3-R2 METHYLATION"	3	"GOBP"	NA	0	NA
"GO:0034971"	"HISTONE H3-R17 METHYLATION"	3	"GOBP"	NA	0	NA
"GO:0035042"	"FERTILIZATION, EXCHANGE OF CHROMOSOMAL PROTEINS"	2	"GOBP"	NA	0	NA
"GO:0035087"	"SIRNA LOADING ONTO RISC INVOLVED IN RNA INTERFERENCE"	5	"GOBP"	NA	0	NA
"GO:0035093"	"SPERMATOGENESIS, EXCHANGE OF CHROMOSOMAL PROTEINS"	9	"GOBP"	NA	0	NA
"GO:0035188"	"HATCHING"	2	"GOBP"	NA	0	NA
"GO:0035280"	"MIRNA LOADING ONTO RISC INVOLVED IN GENE SILENCING BY MIRNA"	8	"GOBP"	NA	0	NA
"GO:0035333"	"NOTCH RECEPTOR PROCESSING, LIGAND-DEPENDENT"	8	"GOBP"	NA	0	NA
"GO:0035376"	"STEROL IMPORT"	7	"GOBP"	NA	0	NA
"GO:0035404"	"HISTONE-SERINE PHOSPHORYLATION"	6	"GOBP"	NA	0	NA
"GO:0035405"	"HISTONE-THREONINE PHOSPHORYLATION"	7	"GOBP"	NA	0	NA
"GO:0035406"	"HISTONE-TYROSINE PHOSPHORYLATION"	2	"GOBP"	NA	0	NA
"GO:0035407"	"HISTONE H3-T11 PHOSPHORYLATION"	2	"GOBP"	NA	0	NA
"GO:0035408"	"HISTONE H3-T6 PHOSPHORYLATION"	3	"GOBP"	NA	0	NA
"GO:0035409"	"HISTONE H3-Y41 PHOSPHORYLATION"	2	"GOBP"	NA	0	NA
"GO:0035511"	"OXIDATIVE DNA DEMETHYLATION"	5	"GOBP"	NA	0	NA
"GO:0035574"	"HISTONE H4-K20 DEMETHYLATION"	3	"GOBP"	NA	0	NA
"GO:0035587"	"PURINERGIC RECEPTOR SIGNALING PATHWAY"	6	"GOBP"	NA	0	NA
"GO:0035616"	"HISTONE H2B CONSERVED C-TERMINAL LYSINE DEUBIQUITINATION"	5	"GOBP"	NA	0	NA
"GO:0035637"	"MULTICELLULAR ORGANISMAL SIGNALING"	116	"GOBP"	NA	0	NA
"GO:0035690"	"CELLULAR RESPONSE TO DRUG"	203	"GOBP"	NA	0	NA
"GO:0035704"	"HELPER T CELL CHEMOTAXIS"	2	"GOBP"	NA	0	NA
"GO:0035743"	"CD4-POSITIVE, ALPHA-BETA T CELL CYTOKINE PRODUCTION"	4	"GOBP"	NA	0	NA
"GO:0035745"	"T-HELPER 2 CELL CYTOKINE PRODUCTION"	3	"GOBP"	NA	0	NA
"GO:0035890"	"EXIT FROM HOST"	7	"GOBP"	NA	0	NA
"GO:0035915"	"PORE FORMATION IN MEMBRANE OF OTHER ORGANISM"	5	"GOBP"	NA	0	NA
"GO:0035978"	"HISTONE H2A-S139 PHOSPHORYLATION"	2	"GOBP"	NA	0	NA
"GO:0035986"	"SENESCENCE-ASSOCIATED HETEROCHROMATIN FOCUS ASSEMBLY"	4	"GOBP"	NA	0	NA
"GO:0036123"	"HISTONE H3-K9 DIMETHYLATION"	3	"GOBP"	NA	0	NA
"GO:0036124"	"HISTONE H3-K9 TRIMETHYLATION"	4	"GOBP"	NA	0	NA
"GO:0036138"	"PEPTIDYL-HISTIDINE HYDROXYLATION"	2	"GOBP"	NA	0	NA
"GO:0036245"	"CELLULAR RESPONSE TO MENADIONE"	3	"GOBP"	NA	0	NA
"GO:0036270"	"RESPONSE TO DIURETIC"	8	"GOBP"	NA	0	NA
"GO:0036351"	"HISTONE H2A-K13 UBIQUITINATION"	2	"GOBP"	NA	0	NA
"GO:0036388"	"PRE-REPLICATIVE COMPLEX ASSEMBLY"	9	"GOBP"	NA	0	NA
"GO:0036404"	"CONVERSION OF DS SIRNA TO SS SIRNA"	2	"GOBP"	NA	0	NA
"GO:0036413"	"HISTONE H3-R26 CITRULLINATION"	3	"GOBP"	NA	0	NA
"GO:0036414"	"HISTONE CITRULLINATION"	6	"GOBP"	NA	0	NA
"GO:0036475"	"NEURON DEATH IN RESPONSE TO OXIDATIVE STRESS"	3	"GOBP"	NA	0	NA
"GO:0038111"	"INTERLEUKIN-7-MEDIATED SIGNALING PATHWAY"	31	"GOBP"	NA	0	NA
"GO:0038114"	"INTERLEUKIN-21-MEDIATED SIGNALING PATHWAY"	9	"GOBP"	NA	0	NA
"GO:0039022"	"PRONEPHRIC DUCT DEVELOPMENT"	2	"GOBP"	NA	0	NA
"GO:0039023"	"PRONEPHRIC DUCT MORPHOGENESIS"	2	"GOBP"	NA	0	NA
"GO:0039506"	"MODULATION BY VIRUS OF HOST MOLECULAR FUNCTION"	2	"GOBP"	NA	0	NA
"GO:0039507"	"SUPPRESSION BY VIRUS OF HOST MOLECULAR FUNCTION"	2	"GOBP"	NA	0	NA
"GO:0039513"	"SUPPRESSION BY VIRUS OF HOST CATALYTIC ACTIVITY"	2	"GOBP"	NA	0	NA
"GO:0039516"	"MODULATION BY VIRUS OF HOST CATALYTIC ACTIVITY"	2	"GOBP"	NA	0	NA
"GO:0039519"	"MODULATION BY VIRUS OF HOST AUTOPHAGY"	4	"GOBP"	NA	0	NA
"GO:0039520"	"INDUCTION BY VIRUS OF HOST AUTOPHAGY"	3	"GOBP"	NA	0	NA
"GO:0039528"	"CYTOPLASMIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY IN RESPONSE TO VIRUS"	10	"GOBP"	NA	0	NA
"GO:0039650"	"SUPPRESSION BY VIRUS OF HOST CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS"	2	"GOBP"	NA	0	NA
"GO:0039656"	"MODULATION BY VIRUS OF HOST GENE EXPRESSION"	3	"GOBP"	NA	0	NA
"GO:0040030"	"REGULATION OF MOLECULAR FUNCTION, EPIGENETIC"	2	"GOBP"	NA	0	NA
"GO:0040033"	"NEGATIVE REGULATION OF TRANSLATION, NCRNA-MEDIATED"	11	"GOBP"	NA	0	NA
"GO:0042033"	"CHEMOKINE BIOSYNTHETIC PROCESS"	2	"GOBP"	NA	0	NA
"GO:0042035"	"REGULATION OF CYTOKINE BIOSYNTHETIC PROCESS"	47	"GOBP"	NA	0	NA
"GO:0042036"	"NEGATIVE REGULATION OF CYTOKINE BIOSYNTHETIC PROCESS"	12	"GOBP"	NA	0	NA
"GO:0042089"	"CYTOKINE BIOSYNTHETIC PROCESS"	5	"GOBP"	NA	0	NA
"GO:0042107"	"CYTOKINE METABOLIC PROCESS"	6	"GOBP"	NA	0	NA
"GO:0042108"	"POSITIVE REGULATION OF CYTOKINE BIOSYNTHETIC PROCESS"	31	"GOBP"	NA	0	NA
"GO:0042109"	"LYMPHOTOXIN A BIOSYNTHETIC PROCESS"	3	"GOBP"	NA	0	NA
"GO:0042125"	"PROTEIN GALACTOSYLATION"	1	"GOBP"	NA	0	NA
"GO:0042265"	"PEPTIDYL-ASPARAGINE HYDROXYLATION"	2	"GOBP"	NA	0	NA
"GO:0042268"	"REGULATION OF CYTOLYSIS"	4	"GOBP"	NA	0	NA
"GO:0042483"	"NEGATIVE REGULATION OF ODONTOGENESIS"	3	"GOBP"	NA	0	NA
"GO:0042487"	"REGULATION OF ODONTOGENESIS OF DENTIN-CONTAINING TOOTH"	5	"GOBP"	NA	0	NA
"GO:0042488"	"POSITIVE REGULATION OF ODONTOGENESIS OF DENTIN-CONTAINING TOOTH"	4	"GOBP"	NA	0	NA
"GO:0042493"	"RESPONSE TO DRUG"	456	"GOBP"	NA	0	NA
"GO:0042534"	"REGULATION OF TUMOR NECROSIS FACTOR BIOSYNTHETIC PROCESS"	28	"GOBP"	NA	0	NA
"GO:0042535"	"POSITIVE REGULATION OF TUMOR NECROSIS FACTOR BIOSYNTHETIC PROCESS"	22	"GOBP"	NA	0	NA
"GO:0042536"	"NEGATIVE REGULATION OF TUMOR NECROSIS FACTOR BIOSYNTHETIC PROCESS"	6	"GOBP"	NA	0	NA
"GO:0042737"	"DRUG CATABOLIC PROCESS"	114	"GOBP"	NA	0	NA
"GO:0042738"	"EXOGENOUS DRUG CATABOLIC PROCESS"	23	"GOBP"	NA	0	NA
"GO:0042766"	"NUCLEOSOME MOBILIZATION"	5	"GOBP"	NA	0	NA
"GO:0042769"	"DNA DAMAGE RESPONSE, DETECTION OF DNA DAMAGE"	37	"GOBP"	NA	0	NA
"GO:0042891"	"ANTIBIOTIC TRANSPORT"	9	"GOBP"	NA	0	NA
"GO:0042999"	"REGULATION OF GOLGI TO PLASMA MEMBRANE CFTR PROTEIN TRANSPORT"	2	"GOBP"	NA	0	NA
"GO:0043000"	"GOLGI TO PLASMA MEMBRANE CFTR PROTEIN TRANSPORT"	3	"GOBP"	NA	0	NA
"GO:0043002"	"NEGATIVE REGULATION OF GOLGI TO PLASMA MEMBRANE CFTR PROTEIN TRANSPORT"	2	"GOBP"	NA	0	NA
"GO:0043004"	"CYTOPLASMIC SEQUESTERING OF CFTR PROTEIN"	2	"GOBP"	NA	0	NA
"GO:0043006"	"ACTIVATION OF PHOSPHOLIPASE A2 ACTIVITY BY CALCIUM-MEDIATED SIGNALING"	3	"GOBP"	NA	0	NA
"GO:0043016"	"REGULATION OF LYMPHOTOXIN A BIOSYNTHETIC PROCESS"	2	"GOBP"	NA	0	NA
"GO:0043017"	"POSITIVE REGULATION OF LYMPHOTOXIN A BIOSYNTHETIC PROCESS"	2	"GOBP"	NA	0	NA
"GO:0043044"	"ATP-DEPENDENT CHROMATIN REMODELING"	90	"GOBP"	NA	0	NA
"GO:0043471"	"REGULATION OF CELLULAR CARBOHYDRATE CATABOLIC PROCESS"	9	"GOBP"	NA	0	NA
"GO:0043486"	"HISTONE EXCHANGE"	59	"GOBP"	NA	0	NA
"GO:0043624"	"CELLULAR PROTEIN COMPLEX DISASSEMBLY"	134	"GOBP"	NA	0	NA
"GO:0043900"	"REGULATION OF MULTI-ORGANISM PROCESS"	360	"GOBP"	NA	0	NA
"GO:0043901"	"NEGATIVE REGULATION OF MULTI-ORGANISM PROCESS"	150	"GOBP"	NA	0	NA
"GO:0043902"	"POSITIVE REGULATION OF MULTI-ORGANISM PROCESS"	168	"GOBP"	NA	0	NA
"GO:0043946"	"POSITIVE REGULATION OF CATALYTIC ACTIVITY IN OTHER ORGANISM INVOLVED IN SYMBIOTIC INTERACTION"	2	"GOBP"	NA	0	NA
"GO:0043947"	"POSITIVE REGULATION BY HOST OF SYMBIONT CATALYTIC ACTIVITY"	2	"GOBP"	NA	0	NA
"GO:0043969"	"HISTONE H2B ACETYLATION"	3	"GOBP"	NA	0	NA
"GO:0043972"	"HISTONE H3-K23 ACETYLATION"	2	"GOBP"	NA	0	NA
"GO:0043977"	"HISTONE H2A-K5 ACETYLATION"	2	"GOBP"	NA	0	NA
"GO:0043980"	"HISTONE H2B-K12 ACETYLATION"	2	"GOBP"	NA	0	NA
"GO:0043987"	"HISTONE H3-S10 PHOSPHORYLATION"	4	"GOBP"	NA	0	NA
"GO:0043988"	"HISTONE H3-S28 PHOSPHORYLATION"	4	"GOBP"	NA	0	NA
"GO:0043990"	"HISTONE H2A-S1 PHOSPHORYLATION"	2	"GOBP"	NA	0	NA
"GO:0044004"	"DISRUPTION BY SYMBIONT OF HOST CELL"	2	"GOBP"	NA	0	NA
"GO:0044026"	"DNA HYPERMETHYLATION"	2	"GOBP"	NA	0	NA
"GO:0044028"	"DNA HYPOMETHYLATION"	2	"GOBP"	NA	0	NA
"GO:0044033"	"MULTI-ORGANISM METABOLIC PROCESS"	2	"GOBP"	NA	0	NA
"GO:0044035"	"MULTI-ORGANISM CATABOLIC PROCESS"	2	"GOBP"	NA	0	NA
"GO:0044106"	"CELLULAR AMINE METABOLIC PROCESS"	54	"GOBP"	NA	0	NA
"GO:0044107"	"CELLULAR ALCOHOL METABOLIC PROCESS"	4	"GOBP"	NA	0	NA
"GO:0044108"	"CELLULAR ALCOHOL BIOSYNTHETIC PROCESS"	4	"GOBP"	NA	0	NA
"GO:0044145"	"MODULATION OF DEVELOPMENT OF SYMBIONT INVOLVED IN INTERACTION WITH HOST"	2	"GOBP"	NA	0	NA
"GO:0044147"	"NEGATIVE REGULATION OF DEVELOPMENT OF SYMBIONT INVOLVED IN INTERACTION WITH HOST"	2	"GOBP"	NA	0	NA
"GO:0044247"	"CELLULAR POLYSACCHARIDE CATABOLIC PROCESS"	18	"GOBP"	NA	0	NA
"GO:0044257"	"CELLULAR PROTEIN CATABOLIC PROCESS"	534	"GOBP"	NA	0	NA
"GO:0044258"	"INTESTINAL LIPID CATABOLIC PROCESS"	1	"GOBP"	NA	0	NA
"GO:0044260"	"CELLULAR MACROMOLECULE METABOLIC PROCESS"	4265	"GOBP"	NA	0	NA
"GO:0044262"	"CELLULAR CARBOHYDRATE METABOLIC PROCESS"	111	"GOBP"	NA	0	NA
"GO:0044264"	"CELLULAR POLYSACCHARIDE METABOLIC PROCESS"	57	"GOBP"	NA	0	NA
"GO:0044265"	"CELLULAR MACROMOLECULE CATABOLIC PROCESS"	801	"GOBP"	NA	0	NA
"GO:0044267"	"CELLULAR PROTEIN METABOLIC PROCESS"	3154	"GOBP"	NA	0	NA
"GO:0044275"	"CELLULAR CARBOHYDRATE CATABOLIC PROCESS"	29	"GOBP"	NA	0	NA
"GO:0044324"	"REGULATION OF TRANSCRIPTION INVOLVED IN ANTERIOR/POSTERIOR AXIS SPECIFICATION"	3	"GOBP"	NA	0	NA
"GO:0044328"	"CANONICAL WNT SIGNALING PATHWAY INVOLVED IN POSITIVE REGULATION OF ENDOTHELIAL CELL MIGRATION"	2	"GOBP"	NA	0	NA
"GO:0044329"	"CANONICAL WNT SIGNALING PATHWAY INVOLVED IN POSITIVE REGULATION OF CELL-CELL ADHESION"	2	"GOBP"	NA	0	NA
"GO:0044330"	"CANONICAL WNT SIGNALING PATHWAY INVOLVED IN POSITIVE REGULATION OF WOUND HEALING"	2	"GOBP"	NA	0	NA
"GO:0044349"	"DNA EXCISION"	2	"GOBP"	NA	0	NA
"GO:0044359"	"MODULATION OF MOLECULAR FUNCTION IN OTHER ORGANISM"	9	"GOBP"	NA	0	NA
"GO:0044362"	"NEGATIVE REGULATION OF MOLECULAR FUNCTION IN OTHER ORGANISM"	8	"GOBP"	NA	0	NA
"GO:0044413"	"AVOIDANCE OF HOST DEFENSES"	2	"GOBP"	NA	0	NA
"GO:0044415"	"EVASION OR TOLERANCE OF HOST DEFENSES"	2	"GOBP"	NA	0	NA
"GO:0044501"	"MODULATION OF SIGNAL TRANSDUCTION IN OTHER ORGANISM"	2	"GOBP"	NA	0	NA
"GO:0044531"	"MODULATION OF PROGRAMMED CELL DEATH IN OTHER ORGANISM"	5	"GOBP"	NA	0	NA
"GO:0044532"	"MODULATION OF APOPTOTIC PROCESS IN OTHER ORGANISM"	5	"GOBP"	NA	0	NA
"GO:0044533"	"POSITIVE REGULATION OF APOPTOTIC PROCESS IN OTHER ORGANISM"	2	"GOBP"	NA	0	NA
"GO:0044648"	"HISTONE H3-K4 DIMETHYLATION"	7	"GOBP"	NA	0	NA
"GO:0044657"	"PORE FORMATION IN MEMBRANE OF OTHER ORGANISM DURING SYMBIOTIC INTERACTION"	3	"GOBP"	NA	0	NA
"GO:0044728"	"DNA METHYLATION OR DEMETHYLATION"	59	"GOBP"	NA	0	NA
"GO:0044764"	"MULTI-ORGANISM CELLULAR PROCESS"	27	"GOBP"	NA	0	NA
"GO:0044766"	"MULTI-ORGANISM TRANSPORT"	69	"GOBP"	NA	0	NA
"GO:0044783"	"G1 DNA DAMAGE CHECKPOINT"	64	"GOBP"	NA	0	NA
"GO:0044789"	"MODULATION BY HOST OF VIRAL RELEASE FROM HOST CELL"	5	"GOBP"	NA	0	NA
"GO:0044791"	"POSITIVE REGULATION BY HOST OF VIRAL RELEASE FROM HOST CELL"	5	"GOBP"	NA	0	NA
"GO:0044800"	"MULTI-ORGANISM MEMBRANE FUSION"	9	"GOBP"	NA	0	NA
"GO:0044803"	"MULTI-ORGANISM MEMBRANE ORGANIZATION"	9	"GOBP"	NA	0	NA
"GO:0045073"	"REGULATION OF CHEMOKINE BIOSYNTHETIC PROCESS"	13	"GOBP"	NA	0	NA
"GO:0045079"	"NEGATIVE REGULATION OF CHEMOKINE BIOSYNTHETIC PROCESS"	4	"GOBP"	NA	0	NA
"GO:0045080"	"POSITIVE REGULATION OF CHEMOKINE BIOSYNTHETIC PROCESS"	10	"GOBP"	NA	0	NA
"GO:0045144"	"MEIOTIC SISTER CHROMATID SEGREGATION"	11	"GOBP"	NA	0	NA
"GO:0045208"	"MAPK PHOSPHATASE EXPORT FROM NUCLEUS"	2	"GOBP"	NA	0	NA
"GO:0045209"	"MAPK PHOSPHATASE EXPORT FROM NUCLEUS, LEPTOMYCIN B SENSITIVE"	2	"GOBP"	NA	0	NA
"GO:0045423"	"REGULATION OF GRANULOCYTE MACROPHAGE COLONY-STIMULATING FACTOR BIOSYNTHETIC PROCESS"	3	"GOBP"	NA	0	NA
"GO:0045425"	"POSITIVE REGULATION OF GRANULOCYTE MACROPHAGE COLONY-STIMULATING FACTOR BIOSYNTHETIC PROCESS"	2	"GOBP"	NA	0	NA
"GO:0045554"	"REGULATION OF TRAIL BIOSYNTHETIC PROCESS"	2	"GOBP"	NA	0	NA
"GO:0045556"	"POSITIVE REGULATION OF TRAIL BIOSYNTHETIC PROCESS"	2	"GOBP"	NA	0	NA
"GO:0045560"	"REGULATION OF TRAIL RECEPTOR BIOSYNTHETIC PROCESS"	2	"GOBP"	NA	0	NA
"GO:0045713"	"LOW-DENSITY LIPOPROTEIN PARTICLE RECEPTOR BIOSYNTHETIC PROCESS"	2	"GOBP"	NA	0	NA
"GO:0045714"	"REGULATION OF LOW-DENSITY LIPOPROTEIN PARTICLE RECEPTOR BIOSYNTHETIC PROCESS"	8	"GOBP"	NA	0	NA
"GO:0045715"	"NEGATIVE REGULATION OF LOW-DENSITY LIPOPROTEIN PARTICLE RECEPTOR BIOSYNTHETIC PROCESS"	4	"GOBP"	NA	0	NA
"GO:0045716"	"POSITIVE REGULATION OF LOW-DENSITY LIPOPROTEIN PARTICLE RECEPTOR BIOSYNTHETIC PROCESS"	5	"GOBP"	NA	0	NA
"GO:0045799"	"POSITIVE REGULATION OF CHROMATIN ASSEMBLY OR DISASSEMBLY"	4	"GOBP"	NA	0	NA
"GO:0045852"	"PH ELEVATION"	7	"GOBP"	NA	0	NA
"GO:0045872"	"POSITIVE REGULATION OF RHODOPSIN GENE EXPRESSION"	2	"GOBP"	NA	0	NA
"GO:0045903"	"POSITIVE REGULATION OF TRANSLATIONAL FIDELITY"	3	"GOBP"	NA	0	NA
"GO:0045918"	"NEGATIVE REGULATION OF CYTOLYSIS"	3	"GOBP"	NA	0	NA
"GO:0045919"	"POSITIVE REGULATION OF CYTOLYSIS"	2	"GOBP"	NA	0	NA
"GO:0045974"	"REGULATION OF TRANSLATION, NCRNA-MEDIATED"	11	"GOBP"	NA	0	NA
"GO:0045975"	"POSITIVE REGULATION OF TRANSLATION, NCRNA-MEDIATED"	2	"GOBP"	NA	0	NA
"GO:0046132"	"PYRIMIDINE RIBONUCLEOSIDE BIOSYNTHETIC PROCESS"	6	"GOBP"	NA	0	NA
"GO:0046144"	"D-ALANINE FAMILY AMINO ACID METABOLIC PROCESS"	2	"GOBP"	NA	0	NA
"GO:0046218"	"INDOLALKYLAMINE CATABOLIC PROCESS"	11	"GOBP"	NA	0	NA
"GO:0046607"	"POSITIVE REGULATION OF CENTROSOME CYCLE"	10	"GOBP"	NA	0	NA
"GO:0046707"	"IDP METABOLIC PROCESS"	2	"GOBP"	NA	0	NA
"GO:0046709"	"IDP CATABOLIC PROCESS"	2	"GOBP"	NA	0	NA
"GO:0046778"	"MODIFICATION BY VIRUS OF HOST MRNA PROCESSING"	3	"GOBP"	NA	0	NA
"GO:0046786"	"VIRAL REPLICATION COMPLEX FORMATION AND MAINTENANCE"	1	"GOBP"	NA	0	NA
"GO:0046838"	"PHOSPHORYLATED CARBOHYDRATE DEPHOSPHORYLATION"	12	"GOBP"	NA	0	NA
"GO:0046852"	"POSITIVE REGULATION OF BONE REMODELING"	12	"GOBP"	NA	0	NA
"GO:0046855"	"INOSITOL PHOSPHATE DEPHOSPHORYLATION"	12	"GOBP"	NA	0	NA
"GO:0046916"	"CELLULAR TRANSITION METAL ION HOMEOSTASIS"	101	"GOBP"	NA	0	NA
"GO:0046939"	"NUCLEOTIDE PHOSPHORYLATION"	46	"GOBP"	NA	0	NA
"GO:0048096"	"CHROMATIN-MEDIATED MAINTENANCE OF TRANSCRIPTION"	12	"GOBP"	NA	0	NA
"GO:0048176"	"REGULATION OF HEPATOCYTE GROWTH FACTOR BIOSYNTHETIC PROCESS"	2	"GOBP"	NA	0	NA
"GO:0048178"	"NEGATIVE REGULATION OF HEPATOCYTE GROWTH FACTOR BIOSYNTHETIC PROCESS"	2	"GOBP"	NA	0	NA
"GO:0048209"	"REGULATION OF VESICLE TARGETING, TO, FROM OR WITHIN GOLGI"	6	"GOBP"	NA	0	NA
"GO:0048478"	"REPLICATION FORK PROTECTION"	9	"GOBP"	NA	0	NA
"GO:0048739"	"CARDIAC MUSCLE FIBER DEVELOPMENT"	7	"GOBP"	NA	0	NA
"GO:0048747"	"MUSCLE FIBER DEVELOPMENT"	21	"GOBP"	NA	0	NA
"GO:0048850"	"HYPOPHYSIS MORPHOGENESIS"	2	"GOBP"	NA	0	NA
"GO:0048852"	"DIENCEPHALON MORPHOGENESIS"	2	"GOBP"	NA	0	NA
"GO:0048867"	"STEM CELL FATE DETERMINATION"	3	"GOBP"	NA	0	NA
"GO:0048875"	"CHEMICAL HOMEOSTASIS WITHIN A TISSUE"	6	"GOBP"	NA	0	NA
"GO:0050663"	"CYTOKINE SECRETION"	12	"GOBP"	NA	0	NA
"GO:0050690"	"REGULATION OF DEFENSE RESPONSE TO VIRUS BY VIRUS"	29	"GOBP"	NA	0	NA
"GO:0050707"	"REGULATION OF CYTOKINE SECRETION"	73	"GOBP"	NA	0	NA
"GO:0050710"	"NEGATIVE REGULATION OF CYTOKINE SECRETION"	23	"GOBP"	NA	0	NA
"GO:0050715"	"POSITIVE REGULATION OF CYTOKINE SECRETION"	52	"GOBP"	NA	0	NA
"GO:0050755"	"CHEMOKINE METABOLIC PROCESS"	2	"GOBP"	NA	0	NA
"GO:0050758"	"REGULATION OF THYMIDYLATE SYNTHASE BIOSYNTHETIC PROCESS"	3	"GOBP"	NA	0	NA
"GO:0050760"	"NEGATIVE REGULATION OF THYMIDYLATE SYNTHASE BIOSYNTHETIC PROCESS"	2	"GOBP"	NA	0	NA
"GO:0050828"	"REGULATION OF LIQUID SURFACE TENSION"	2	"GOBP"	NA	0	NA
"GO:0050880"	"REGULATION OF BLOOD VESSEL SIZE"	71	"GOBP"	NA	0	NA
"GO:0051023"	"REGULATION OF IMMUNOGLOBULIN SECRETION"	12	"GOBP"	NA	0	NA
"GO:0051024"	"POSITIVE REGULATION OF IMMUNOGLOBULIN SECRETION"	10	"GOBP"	NA	0	NA
"GO:0051025"	"NEGATIVE REGULATION OF IMMUNOGLOBULIN SECRETION"	2	"GOBP"	NA	0	NA
"GO:0051088"	"PMA-INDUCIBLE MEMBRANE PROTEIN ECTODOMAIN PROTEOLYSIS"	4	"GOBP"	NA	0	NA
"GO:0051181"	"COFACTOR TRANSPORT"	41	"GOBP"	NA	0	NA
"GO:0051182"	"COENZYME TRANSPORT"	8	"GOBP"	NA	0	NA
"GO:0051186"	"COFACTOR METABOLIC PROCESS"	439	"GOBP"	NA	0	NA
