NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
APOPTOSIS%REACTOME%R-HSA-109581.3	APOPTOSIS%REACTOME%R-HSA-109581.3		163	-0.4690821	-1.7846804	0.0	0.009363347	0.93	2793	tags=33%, list=19%, signal=41%	
T CELL LINEAGE COMMITMENT%GOBP%GO:0002360	T CELL LINEAGE COMMITMENT%GOBP%GO:0002360		10	-0.8305406	-1.7833787	0.0	0.00944745	0.94	1214	tags=60%, list=8%, signal=65%	
REGULATION OF RAS BY GAPS%REACTOME%R-HSA-5658442.1	REGULATION OF RAS BY GAPS%REACTOME%R-HSA-5658442.1		64	-0.54925567	-1.7825392	0.0	0.0094946455	0.94	2501	tags=42%, list=17%, signal=51%	
PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002221	PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002221		105	-0.47660264	-1.7823511	0.0	0.009473115	0.94	961	tags=25%, list=7%, signal=26%	
PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE%GOBP%GO:0002440	PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE%GOBP%GO:0002440		40	-0.56884426	-1.7813584	0.0	0.009588256	0.95	1119	tags=28%, list=8%, signal=30%	
BIOCARTA_D4GDI_PATHWAY%MSIGDB_C2%BIOCARTA_D4GDI_PATHWAY	BIOCARTA_D4GDI_PATHWAY%MSIGDB_C2%BIOCARTA_D4GDI_PATHWAY		13	-0.79698515	-1.7807915	0.0	0.009705625	0.95	592	tags=46%, list=4%, signal=48%	
CHROMOSOME CONDENSATION%GOBP%GO:0030261	CHROMOSOME CONDENSATION%GOBP%GO:0030261		26	-0.6793258	-1.7806728	0.0	0.009718592	0.95	3416	tags=58%, list=24%, signal=75%	
CLEAVAGE OF THE DAMAGED PYRIMIDINE%REACTOME%R-HSA-110329.2	CLEAVAGE OF THE DAMAGED PYRIMIDINE%REACTOME%R-HSA-110329.2		32	-0.63259745	-1.7802031	0.0	0.009766096	0.95	3036	tags=56%, list=21%, signal=71%	
TELOMERE MAINTENANCE VIA SEMI-CONSERVATIVE REPLICATION%GOBP%GO:0032201	TELOMERE MAINTENANCE VIA SEMI-CONSERVATIVE REPLICATION%GOBP%GO:0032201		25	-0.69231784	-1.7797104	0.025	0.009848321	0.95	3713	tags=72%, list=26%, signal=97%	
REGULATION OF PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE%GOBP%GO:0002700	REGULATION OF PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE%GOBP%GO:0002700		85	-0.52270544	-1.779605	0.0	0.009860971	0.95	1261	tags=29%, list=9%, signal=32%	
NEGATIVE REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070664	NEGATIVE REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070664		48	-0.6114003	-1.778269	0.0	0.01004277	0.96	1261	tags=46%, list=9%, signal=50%	
G2 M TRANSITION%REACTOME%R-HSA-69275.5	G2 M TRANSITION%REACTOME%R-HSA-69275.5		166	-0.49605566	-1.7769004	0.0	0.010122271	0.96	2531	tags=32%, list=18%, signal=38%	
NATURAL KILLER CELL ACTIVATION%GOBP%GO:0030101	NATURAL KILLER CELL ACTIVATION%GOBP%GO:0030101		18	-0.7903022	-1.7764355	0.032258064	0.010099777	0.96	1158	tags=44%, list=8%, signal=48%	
NEGATIVE REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0010972	NEGATIVE REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0010972		80	-0.54069525	-1.776093	0.0	0.010077382	0.96	3490	tags=52%, list=24%, signal=69%	
NEGATIVE REGULATION OF T CELL MEDIATED IMMUNITY%GOBP%GO:0002710	NEGATIVE REGULATION OF T CELL MEDIATED IMMUNITY%GOBP%GO:0002710		11	-0.8206384	-1.7744279	0.0	0.01032675	0.97	1261	tags=73%, list=9%, signal=80%	
REGULATION OF HEMATOPOIETIC PROGENITOR CELL DIFFERENTIATION%GOBP%GO:1901532	REGULATION OF HEMATOPOIETIC PROGENITOR CELL DIFFERENTIATION%GOBP%GO:1901532		74	-0.5326105	-1.7743131	0.0	0.010372913	0.97	2431	tags=35%, list=17%, signal=42%	
LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001909	LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001909		17	-0.7508176	-1.773041	0.0	0.010619309	0.97	469	tags=29%, list=3%, signal=30%	
HALLMARK_MYC_TARGETS_V2%MSIGDB_C2%HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2%MSIGDB_C2%HALLMARK_MYC_TARGETS_V2		58	-0.615294	-1.7728035	0.0	0.010630008	0.97	4195	tags=66%, list=29%, signal=92%	
IL2%NETPATH%IL2	IL2%NETPATH%IL2		78	-0.51162404	-1.7725967	0.0	0.010640179	0.97	1162	tags=23%, list=8%, signal=25%	
REGULATION OF CHROMATIN BINDING%GOBP%GO:0035561	REGULATION OF CHROMATIN BINDING%GOBP%GO:0035561		11	-0.8626562	-1.7724268	0.0	0.01068368	0.97	424	tags=36%, list=3%, signal=37%	
REGULATION OF INNATE IMMUNE RESPONSES TO CYTOSOLIC DNA%REACTOME%R-HSA-3134975.2	REGULATION OF INNATE IMMUNE RESPONSES TO CYTOSOLIC DNA%REACTOME%R-HSA-3134975.2		14	-0.7380484	-1.772048	0.023809524	0.010693556	0.97	171	tags=21%, list=1%, signal=22%	
NEGATIVE REGULATION OF T CELL PROLIFERATION%GOBP%GO:0042130	NEGATIVE REGULATION OF T CELL PROLIFERATION%GOBP%GO:0042130		35	-0.64483595	-1.7714102	0.0	0.010770059	0.97	1261	tags=46%, list=9%, signal=50%	
MITOCHONDRIAL MEMBRANE ORGANIZATION%GOBP%GO:0007006	MITOCHONDRIAL MEMBRANE ORGANIZATION%GOBP%GO:0007006		112	-0.48877296	-1.7705604	0.0	0.01084556	0.97	3761	tags=41%, list=26%, signal=55%	
RIP-MEDIATED NFKB ACTIVATION VIA ZBP1%REACTOME DATABASE ID RELEASE 73%1810476	RIP-MEDIATED NFKB ACTIVATION VIA ZBP1%REACTOME DATABASE ID RELEASE 73%1810476		17	-0.76856726	-1.7703117	0.0	0.0108220335	0.97	1078	tags=47%, list=7%, signal=51%	
BIOCARTA_NFKB_PATHWAY%MSIGDB_C2%BIOCARTA_NFKB_PATHWAY	BIOCARTA_NFKB_PATHWAY%MSIGDB_C2%BIOCARTA_NFKB_PATHWAY		22	-0.65828574	-1.7702999	0.0	0.010798609	0.97	2007	tags=41%, list=14%, signal=47%	
DNA-DEPENDENT DNA REPLICATION MAINTENANCE OF FIDELITY%GOBP%GO:0045005	DNA-DEPENDENT DNA REPLICATION MAINTENANCE OF FIDELITY%GOBP%GO:0045005		38	-0.57908326	-1.7674545	0.0	0.011170274	0.97	4776	tags=66%, list=33%, signal=98%	
IRF3-MEDIATED INDUCTION OF TYPE I IFN%REACTOME%R-HSA-3270619.1	IRF3-MEDIATED INDUCTION OF TYPE I IFN%REACTOME%R-HSA-3270619.1		12	-0.7458601	-1.7665803	0.0	0.011409673	0.97	957	tags=33%, list=7%, signal=36%	
ANTIMICROBIAL HUMORAL RESPONSE%GOBP%GO:0019730	ANTIMICROBIAL HUMORAL RESPONSE%GOBP%GO:0019730		49	-0.5241008	-1.7650326	0.0	0.011712991	0.97	995	tags=27%, list=7%, signal=28%	
IFN-GAMMA PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IFN-GAMMA PATHWAY	IFN-GAMMA PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IFN-GAMMA PATHWAY		41	-0.598724	-1.7641474	0.0	0.011721073	0.97	998	tags=17%, list=7%, signal=18%	
BIOCARTA_TCYTOTOXIC_PATHWAY%MSIGDB_C2%BIOCARTA_TCYTOTOXIC_PATHWAY	BIOCARTA_TCYTOTOXIC_PATHWAY%MSIGDB_C2%BIOCARTA_TCYTOTOXIC_PATHWAY		12	-0.8067106	-1.7628115	0.0	0.011958883	0.97	534	tags=67%, list=4%, signal=69%	
EXTENSION OF TELOMERES%REACTOME%R-HSA-180786.2	EXTENSION OF TELOMERES%REACTOME%R-HSA-180786.2		47	-0.623455	-1.7616482	0.0	0.012064406	0.97	3812	tags=60%, list=26%, signal=81%	
DAP12 SIGNALING%REACTOME%R-HSA-2424491.2	DAP12 SIGNALING%REACTOME%R-HSA-2424491.2		24	-0.68219066	-1.7613832	0.0	0.012105593	0.97	450	tags=42%, list=3%, signal=43%	
AMPLIFICATION OF SIGNAL FROM UNATTACHED KINETOCHORES VIA A MAD2 INHIBITORY SIGNAL%REACTOME DATABASE ID RELEASE 73%141444	AMPLIFICATION OF SIGNAL FROM UNATTACHED KINETOCHORES VIA A MAD2 INHIBITORY SIGNAL%REACTOME DATABASE ID RELEASE 73%141444		88	-0.53987485	-1.7595639	0.0	0.012338355	0.98	2775	tags=44%, list=19%, signal=55%	
REGULATION OF RESPONSE TO CYTOKINE STIMULUS%GOBP%GO:0060759	REGULATION OF RESPONSE TO CYTOKINE STIMULUS%GOBP%GO:0060759		130	-0.5198184	-1.7594054	0.0	0.01231216	0.98	2007	tags=35%, list=14%, signal=41%	
IMMUNOGLOBULIN PRODUCTION%GOBP%GO:0002377	IMMUNOGLOBULIN PRODUCTION%GOBP%GO:0002377		31	-0.61658525	-1.759336	0.0	0.0122860735	0.98	1119	tags=29%, list=8%, signal=31%	
UNWINDING OF DNA%REACTOME DATABASE ID RELEASE 73%176974	UNWINDING OF DNA%REACTOME DATABASE ID RELEASE 73%176974		12	-0.77910817	-1.7586166	0.0	0.01242143	0.98	2462	tags=83%, list=17%, signal=100%	
MAPK  AND NFKB SIGNALLING PATHWAYS INHIBITED BY YERSINIA YOPJ%WIKIPATHWAYS_20200810%WP3849%HOMO SAPIENS	MAPK  AND NFKB SIGNALLING PATHWAYS INHIBITED BY YERSINIA YOPJ%WIKIPATHWAYS_20200810%WP3849%HOMO SAPIENS		12	-0.82283014	-1.7571546	0.0	0.012620697	0.98	1078	tags=33%, list=7%, signal=36%	
GENE SILENCING BY RNA%REACTOME%R-HSA-211000.2	GENE SILENCING BY RNA%REACTOME%R-HSA-211000.2		79	-0.5292486	-1.7562904	0.0	0.012724478	0.98	4503	tags=53%, list=31%, signal=77%	
NEF MEDIATED DOWNREGULATION OF MHC CLASS I COMPLEX CELL SURFACE EXPRESSION%REACTOME%R-HSA-164940.1	NEF MEDIATED DOWNREGULATION OF MHC CLASS I COMPLEX CELL SURFACE EXPRESSION%REACTOME%R-HSA-164940.1		10	-0.8176401	-1.755495	0.0	0.012825581	0.98	963	tags=30%, list=7%, signal=32%	
INNER MITOCHONDRIAL MEMBRANE ORGANIZATION%GOBP%GO:0007007	INNER MITOCHONDRIAL MEMBRANE ORGANIZATION%GOBP%GO:0007007		44	-0.57671344	-1.7553728	0.0	0.012830832	0.98	4050	tags=59%, list=28%, signal=82%	
CELLULAR RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0071216	CELLULAR RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0071216		113	-0.5224702	-1.7553467	0.0	0.0128039885	0.98	1915	tags=35%, list=13%, signal=40%	
POSITIVE REGULATION OF DOUBLE-STRAND BREAK REPAIR VIA NONHOMOLOGOUS END JOINING%GOBP%GO:2001034	POSITIVE REGULATION OF DOUBLE-STRAND BREAK REPAIR VIA NONHOMOLOGOUS END JOINING%GOBP%GO:2001034		15	-0.7280625	-1.7541529	0.0	0.012906837	0.98	264	tags=20%, list=2%, signal=20%	
POSITIVE REGULATION OF LYMPHOCYTE APOPTOTIC PROCESS%GOBP%GO:0070230	POSITIVE REGULATION OF LYMPHOCYTE APOPTOTIC PROCESS%GOBP%GO:0070230		11	-0.849636	-1.7540132	0.0	0.012975273	0.98	279	tags=45%, list=2%, signal=46%	
G0 AND EARLY G1%REACTOME%R-HSA-1538133.3	G0 AND EARLY G1%REACTOME%R-HSA-1538133.3		27	-0.6530414	-1.7538064	0.0	0.013011739	0.98	4127	tags=74%, list=29%, signal=103%	
RESPONSE TO INTERLEUKIN-15%GOBP%GO:0070672	RESPONSE TO INTERLEUKIN-15%GOBP%GO:0070672		13	-0.7672974	-1.7533271	0.0	0.013111945	0.98	989	tags=46%, list=7%, signal=50%	
ALPHA-BETA T CELL LINEAGE COMMITMENT%GOBP%GO:0002363	ALPHA-BETA T CELL LINEAGE COMMITMENT%GOBP%GO:0002363		10	-0.8305406	-1.7505445	0.025641026	0.013685271	0.98	1214	tags=60%, list=8%, signal=65%	
SIGNAL REGULATORY PROTEIN FAMILY INTERACTIONS%REACTOME%R-HSA-391160.2	SIGNAL REGULATORY PROTEIN FAMILY INTERACTIONS%REACTOME%R-HSA-391160.2		11	-0.75585943	-1.7500964	0.0	0.013783073	0.98	396	tags=36%, list=3%, signal=37%	
TRNA PROCESSING%REACTOME DATABASE ID RELEASE 73%72306	TRNA PROCESSING%REACTOME DATABASE ID RELEASE 73%72306		93	-0.5238022	-1.7498201	0.0	0.013817604	0.98	4351	tags=48%, list=30%, signal=69%	
REGULATION OF IFNA SIGNALING%REACTOME DATABASE ID RELEASE 73%912694	REGULATION OF IFNA SIGNALING%REACTOME DATABASE ID RELEASE 73%912694		10	-0.78708297	-1.7495856	0.022727273	0.0138211055	0.98	589	tags=30%, list=4%, signal=31%	
BIOCARTA_CLASSIC_PATHWAY%MSIGDB_C2%BIOCARTA_CLASSIC_PATHWAY	BIOCARTA_CLASSIC_PATHWAY%MSIGDB_C2%BIOCARTA_CLASSIC_PATHWAY		10	-0.7798103	-1.7494423	0.0	0.013792725	0.98	256	tags=40%, list=2%, signal=41%	
MATERNAL PROCESS INVOLVED IN FEMALE PREGNANCY%GOBP%GO:0060135	MATERNAL PROCESS INVOLVED IN FEMALE PREGNANCY%GOBP%GO:0060135		10	-0.72954863	-1.7485187	0.0	0.013825533	0.98	709	tags=30%, list=5%, signal=32%	
BIOCARTA_PROTEASOME_PATHWAY%MSIGDB_C2%BIOCARTA_PROTEASOME_PATHWAY	BIOCARTA_PROTEASOME_PATHWAY%MSIGDB_C2%BIOCARTA_PROTEASOME_PATHWAY		28	-0.7032348	-1.7465457	0.0	0.014171222	0.98	2741	tags=64%, list=19%, signal=79%	
TRANSLESION SYNTHESIS%GOBP%GO:0019985	TRANSLESION SYNTHESIS%GOBP%GO:0019985		39	-0.6379805	-1.7461512	0.0	0.0141735235	0.98	4441	tags=64%, list=31%, signal=92%	
REGULATION OF SISTER CHROMATID SEPARATION AT THE METAPHASE-ANAPHASE TRANSITION%WIKIPATHWAYS_20200810%WP4240%HOMO SAPIENS	REGULATION OF SISTER CHROMATID SEPARATION AT THE METAPHASE-ANAPHASE TRANSITION%WIKIPATHWAYS_20200810%WP4240%HOMO SAPIENS		15	-0.7603824	-1.74612	0.0	0.014144656	0.98	2709	tags=67%, list=19%, signal=82%	
NATURAL KILLER CELL MEDIATED CYTOTOXICITY%GOBP%GO:0042267	NATURAL KILLER CELL MEDIATED CYTOTOXICITY%GOBP%GO:0042267		11	-0.79798543	-1.74598	0.0	0.014178905	0.98	469	tags=36%, list=3%, signal=38%	
TRNA METABOLIC PROCESS%GOBP%GO:0006399	TRNA METABOLIC PROCESS%GOBP%GO:0006399		152	-0.5008695	-1.7444981	0.0	0.014305368	0.98	4505	tags=49%, list=31%, signal=71%	
REGULATION OF LYMPHOCYTE APOPTOTIC PROCESS%GOBP%GO:0070228	REGULATION OF LYMPHOCYTE APOPTOTIC PROCESS%GOBP%GO:0070228		27	-0.63492465	-1.7444663	0.0	0.01427641	0.98	485	tags=41%, list=3%, signal=42%	
FAS LIGAND (FASL) PATHWAY AND STRESS INDUCTION OF HEAT SHOCK PROTEINS (HSP) REGULATION%WIKIPATHWAYS_20200810%WP314%HOMO SAPIENS	FAS LIGAND (FASL) PATHWAY AND STRESS INDUCTION OF HEAT SHOCK PROTEINS (HSP) REGULATION%WIKIPATHWAYS_20200810%WP314%HOMO SAPIENS		40	-0.5746576	-1.7436811	0.0	0.014370064	0.98	1939	tags=33%, list=13%, signal=37%	
MATURATION OF SSU-RRNA FROM TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)%GOBP%GO:0000462	MATURATION OF SSU-RRNA FROM TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)%GOBP%GO:0000462		27	-0.64343166	-1.7434119	0.0	0.014401867	0.98	3338	tags=48%, list=23%, signal=62%	
ACTIVATED PKN1 STIMULATES TRANSCRIPTION OF AR (ANDROGEN RECEPTOR) REGULATED GENES KLK2 AND KLK3%REACTOME%R-HSA-5625886.1	ACTIVATED PKN1 STIMULATES TRANSCRIPTION OF AR (ANDROGEN RECEPTOR) REGULATED GENES KLK2 AND KLK3%REACTOME%R-HSA-5625886.1		29	-0.58378774	-1.743405	0.0	0.014372889	0.98	5422	tags=72%, list=38%, signal=116%	
CHROMOSOME SEGREGATION%GOBP%GO:0007059	CHROMOSOME SEGREGATION%GOBP%GO:0007059		177	-0.4835027	-1.7420334	0.0	0.014436556	0.98	3234	tags=44%, list=22%, signal=56%	
ALTERNATIVE MRNA SPLICING, VIA SPLICEOSOME%GOBP%GO:0000380	ALTERNATIVE MRNA SPLICING, VIA SPLICEOSOME%GOBP%GO:0000380		13	-0.74360937	-1.738084	0.027777778	0.015298799	0.98	2109	tags=31%, list=15%, signal=36%	
POSITIVE REGULATION OF T CELL RECEPTOR SIGNALING PATHWAY%GOBP%GO:0050862	POSITIVE REGULATION OF T CELL RECEPTOR SIGNALING PATHWAY%GOBP%GO:0050862		10	-0.7826361	-1.737681	0.0	0.0153284855	0.98	897	tags=40%, list=6%, signal=43%	
BIOCARTA_MCM_PATHWAY%MSIGDB_C2%BIOCARTA_MCM_PATHWAY	BIOCARTA_MCM_PATHWAY%MSIGDB_C2%BIOCARTA_MCM_PATHWAY		12	-0.73450005	-1.7375021	0.0	0.015359078	0.98	2531	tags=83%, list=18%, signal=101%	
PROTEASOMAL UBIQUITIN-INDEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0010499	PROTEASOMAL UBIQUITIN-INDEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0010499		20	-0.71483696	-1.7355272	0.0	0.01569336	0.98	2227	tags=65%, list=15%, signal=77%	
HOMOLOGOUS DNA PAIRING AND STRAND EXCHANGE%REACTOME DATABASE ID RELEASE 73%5693579	HOMOLOGOUS DNA PAIRING AND STRAND EXCHANGE%REACTOME DATABASE ID RELEASE 73%5693579		38	-0.5833265	-1.7353736	0.0	0.015723132	0.98	4495	tags=71%, list=31%, signal=103%	
ALPHA-AMINO ACID CATABOLIC PROCESS%GOBP%GO:1901606	ALPHA-AMINO ACID CATABOLIC PROCESS%GOBP%GO:1901606		67	-0.5187417	-1.7335893	0.0	0.015903475	0.98	3763	tags=40%, list=26%, signal=54%	
MEIOSIS I%GOBP%GO:0007127	MEIOSIS I%GOBP%GO:0007127		47	-0.5902266	-1.7328259	0.0	0.015963309	0.98	3524	tags=49%, list=24%, signal=65%	
REGULATION OF B CELL ACTIVATION%GOBP%GO:0050864	REGULATION OF B CELL ACTIVATION%GOBP%GO:0050864		71	-0.5433966	-1.7324865	0.0	0.01593176	0.98	805	tags=30%, list=6%, signal=31%	
INTERLEUKIN-10 SIGNALING%REACTOME%R-HSA-6783783.3	INTERLEUKIN-10 SIGNALING%REACTOME%R-HSA-6783783.3		39	-0.66444474	-1.7316386	0.0	0.016049534	0.98	1017	tags=33%, list=7%, signal=36%	
NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING SIGNALING PATHWAY%GOBP%GO:0070423	NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING SIGNALING PATHWAY%GOBP%GO:0070423		24	-0.61201376	-1.7298568	0.0	0.016769998	0.98	1994	tags=33%, list=14%, signal=39%	
BIOCARTA_ATRBRCA_PATHWAY%MSIGDB_C2%BIOCARTA_ATRBRCA_PATHWAY	BIOCARTA_ATRBRCA_PATHWAY%MSIGDB_C2%BIOCARTA_ATRBRCA_PATHWAY		21	-0.6613803	-1.7297726	0.027777778	0.016737053	0.98	2528	tags=43%, list=17%, signal=52%	
TRNA PROCESSING IN THE NUCLEUS%REACTOME%R-HSA-6784531.5	TRNA PROCESSING IN THE NUCLEUS%REACTOME%R-HSA-6784531.5		52	-0.5760274	-1.728277	0.0	0.017002227	0.98	3736	tags=48%, list=26%, signal=65%	
SNRNP ASSEMBLY%REACTOME DATABASE ID RELEASE 73%191859	SNRNP ASSEMBLY%REACTOME DATABASE ID RELEASE 73%191859		48	-0.55534035	-1.7271291	0.0	0.017148254	0.98	3653	tags=44%, list=25%, signal=58%	
NATURAL KILLER CELL MEDIATED IMMUNITY%GOBP%GO:0002228	NATURAL KILLER CELL MEDIATED IMMUNITY%GOBP%GO:0002228		12	-0.82183015	-1.7264972	0.0	0.017233416	0.98	469	tags=42%, list=3%, signal=43%	
RESPIRATORY BURST%GOBP%GO:0045730	RESPIRATORY BURST%GOBP%GO:0045730		12	-0.8033776	-1.7255435	0.0	0.017650098	0.98	2064	tags=67%, list=14%, signal=78%	
DNA REPLICATION INITIATION%GOBP%GO:0006270	DNA REPLICATION INITIATION%GOBP%GO:0006270		19	-0.7185703	-1.7245916	0.0	0.017971152	0.98	3404	tags=79%, list=24%, signal=103%	
MRNA SPLICING%REACTOME%R-HSA-72172.3	MRNA SPLICING%REACTOME%R-HSA-72172.3		171	-0.48818526	-1.7242852	0.0	0.01814809	0.98	4492	tags=45%, list=31%, signal=65%	
REGULATION OF ACTIVATED T CELL PROLIFERATION%GOBP%GO:0046006	REGULATION OF ACTIVATED T CELL PROLIFERATION%GOBP%GO:0046006		26	-0.638506	-1.722436	0.0	0.018526686	0.98	673	tags=31%, list=5%, signal=32%	
GLYCOSYL COMPOUND METABOLIC PROCESS%GOBP%GO:1901657	GLYCOSYL COMPOUND METABOLIC PROCESS%GOBP%GO:1901657		83	-0.47638002	-1.7207565	0.0	0.019138144	0.99	1665	tags=25%, list=12%, signal=28%	
MITOCHONDRIAL PROTEIN IMPORT%REACTOME DATABASE ID RELEASE 73%1268020	MITOCHONDRIAL PROTEIN IMPORT%REACTOME DATABASE ID RELEASE 73%1268020		56	-0.60282737	-1.7207496	0.0	0.019101199	0.99	3072	tags=50%, list=21%, signal=63%	
POSITIVE REGULATION OF VIRAL LIFE CYCLE%GOBP%GO:1903902	POSITIVE REGULATION OF VIRAL LIFE CYCLE%GOBP%GO:1903902		55	-0.5764711	-1.720695	0.0	0.019123502	0.99	887	tags=18%, list=6%, signal=19%	
INNATE IMMUNE RESPONSE ACTIVATING CELL SURFACE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002220	INNATE IMMUNE RESPONSE ACTIVATING CELL SURFACE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002220		94	-0.5282357	-1.719338	0.0	0.019704683	0.99	2793	tags=47%, list=19%, signal=58%	
MITOCHONDRIAL RNA METABOLIC PROCESS%GOBP%GO:0000959	MITOCHONDRIAL RNA METABOLIC PROCESS%GOBP%GO:0000959		30	-0.6229704	-1.7168909	0.0	0.02004879	0.99	3658	tags=57%, list=25%, signal=76%	
SA_CASPASE_CASCADE%MSIGDB_C2%SA_CASPASE_CASCADE	SA_CASPASE_CASCADE%MSIGDB_C2%SA_CASPASE_CASCADE		19	-0.70933867	-1.7167009	0.0	0.020097416	0.99	942	tags=32%, list=7%, signal=34%	
NEGATIVE REGULATION OF B CELL PROLIFERATION%GOBP%GO:0030889	NEGATIVE REGULATION OF B CELL PROLIFERATION%GOBP%GO:0030889		10	-0.81774235	-1.7166654	0.0	0.02005899	0.99	581	tags=50%, list=4%, signal=52%	
SUMOYLATION OF IMMUNE RESPONSE PROTEINS%REACTOME DATABASE ID RELEASE 73%4755510	SUMOYLATION OF IMMUNE RESPONSE PROTEINS%REACTOME DATABASE ID RELEASE 73%4755510		11	-0.785973	-1.7143948	0.0	0.020720795	0.99	897	tags=36%, list=6%, signal=39%	
PID_ATR_PATHWAY%MSIGDB_C2%PID_ATR_PATHWAY	PID_ATR_PATHWAY%MSIGDB_C2%PID_ATR_PATHWAY		39	-0.5788691	-1.7141019	0.0	0.02082719	0.99	3713	tags=54%, list=26%, signal=72%	
POSITIVE REGULATION OF CELL-CELL ADHESION%GOBP%GO:0022409	POSITIVE REGULATION OF CELL-CELL ADHESION%GOBP%GO:0022409		188	-0.4816804	-1.7133346	0.0	0.021079265	0.99	812	tags=29%, list=6%, signal=31%	
FATTY ACID OXIDATION%GOBP%GO:0019395	FATTY ACID OXIDATION%GOBP%GO:0019395		55	-0.5257091	-1.7113591	0.0	0.021472994	1.0	4500	tags=49%, list=31%, signal=71%	
MAPK6 MAPK4 SIGNALING%REACTOME%R-HSA-5687128.3	MAPK6 MAPK4 SIGNALING%REACTOME%R-HSA-5687128.3		78	-0.5069529	-1.7106664	0.0	0.021549769	1.0	2501	tags=36%, list=17%, signal=43%	
REGULATION BY C-FLIP%REACTOME DATABASE ID RELEASE 73%3371378	REGULATION BY C-FLIP%REACTOME DATABASE ID RELEASE 73%3371378		10	-0.7877968	-1.709944	0.0	0.021537922	1.0	497	tags=30%, list=3%, signal=31%	
REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0010389	REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0010389		164	-0.472614	-1.7099053	0.0	0.021526448	1.0	2553	tags=32%, list=18%, signal=38%	
LIPID OXIDATION%GOBP%GO:0034440	LIPID OXIDATION%GOBP%GO:0034440		58	-0.52730054	-1.7097765	0.0	0.021514103	1.0	4690	tags=52%, list=32%, signal=76%	
OXIDATIVE DAMAGE%WIKIPATHWAYS_20200810%WP3941%HOMO SAPIENS	OXIDATIVE DAMAGE%WIKIPATHWAYS_20200810%WP3941%HOMO SAPIENS		38	-0.6131482	-1.709173	0.0	0.02170226	1.0	1078	tags=32%, list=7%, signal=34%	
RESPONSE TO TUMOR NECROSIS FACTOR%GOBP%GO:0034612	RESPONSE TO TUMOR NECROSIS FACTOR%GOBP%GO:0034612		178	-0.45096803	-1.7080522	0.0	0.022120878	1.0	1677	tags=30%, list=12%, signal=34%	
CHROMATIN ASSEMBLY OR DISASSEMBLY%GOBP%GO:0006333	CHROMATIN ASSEMBLY OR DISASSEMBLY%GOBP%GO:0006333		105	-0.4761742	-1.7073803	0.0	0.022278806	1.0	3336	tags=47%, list=23%, signal=60%	
REGULATION OF LEUKOCYTE DIFFERENTIATION%GOBP%GO:1902105	REGULATION OF LEUKOCYTE DIFFERENTIATION%GOBP%GO:1902105		163	-0.42337507	-1.7065271	0.0	0.02249236	1.0	1325	tags=30%, list=9%, signal=33%	
SUMOYLATION OF DNA DAMAGE RESPONSE AND REPAIR PROTEINS%REACTOME%R-HSA-3108214.2	SUMOYLATION OF DNA DAMAGE RESPONSE AND REPAIR PROTEINS%REACTOME%R-HSA-3108214.2		70	-0.44978845	-1.7050307	0.0	0.022820529	1.0	3813	tags=34%, list=26%, signal=46%	
LEADING STRAND SYNTHESIS%REACTOME DATABASE ID RELEASE 73%69109	LEADING STRAND SYNTHESIS%REACTOME DATABASE ID RELEASE 73%69109		14	-0.6866135	-1.7044294	0.055555556	0.023033729	1.0	4414	tags=86%, list=31%, signal=123%	
