GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0097190	apoptotic signaling pathway	3.377463427989823e-8	3.377463427989823e-8	+1	S100A9,S100A8,TYROBP,GPX1,GSTP1,LGALS3,GABARAP,PYCARD,SPI1,IFI6,CTSH,PLAUR,CEBPB,IL1B,PRELID1,BID,BNIP3L,GNAI2,SOD2,ARRB2,SLC25A5,TNFSF10,CASP1,SLC25A6,TNFRSF1B,CASP4,NDUFA13,HMGB2,IFI27L2,MCL1,FIS1,PARK7,ATF4,CRIP1
GO:0030041	actin filament polymerization	3.683520782527101e-8	3.683520782527101e-8	+1	AIF1,COTL1,PYCARD,RAC1,ARPC1B,CAPG,TMSB10,ARPC3,MSRB1,HCK,TMSB4X,ARPC2,RHOA,PFN1,GRB2,MYADM,VASP,WAS
GO:0046390	ribose phosphate biosynthetic process	3.88525102642215e-8	3.88525102642215e-8	+1	CDA,TKT,MT-ND1,TMSB4X,ALDOA,NDUFS7,NDUFA11,NDUFS6,NDUFB1,NDUFA13,PPT1,C14ORF2,NDUFB11,MT-ND3,NDUFB10,SDHB,NDUFA2,NDUFB7,NDUFA3,APRT,NDUFS8
GO:0030100	regulation of endocytosis	4.146914405441713e-8	4.146914405441713e-8	+1	FCN1,CD14,FCER1G,LGALS3,CFP,CYBA,PYCARD,RAC1,AP2S1,ANXA2,FGR,IL1B,HCK,SLC11A1,ACTB,CD63,ARRB2,SDCBP,PLSCR1,ATG3,PPT1,TGFB1,SNX3
GO:0051493	regulation of cytoskeleton organization	4.179293608938102e-8	4.179293608938102e-8	+1	S100A9,S100A8,COTL1,PYCARD,RAC1,BST1,ARPC1B,CAPG,TMSB10,ARPC3,S100A10,HCK,TMSB4X,RHOB,RHOG,ARPC2,BRK1,BST2,RHOA,PFN1,GRB2,MYADM,CHMP4B,TGFB1,VASP,GMFG,PHPT1,CHMP1B,FLNA,WASF2,CHMP2A,WAS
GO:0002399	MHC class II protein complex assembly	4.811386541604157e-8	4.811386541604157e-8	+1	HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-DMA,HLA-DPA1,HLA-DPB1,HLA-DMB
GO:0002503	peptide antigen assembly with MHC class II protein complex	4.811386541604157e-8	4.811386541604157e-8	+1	HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-DMA,HLA-DPA1,HLA-DPB1,HLA-DMB
GO:0071219	cellular response to molecule of bacterial origin	5.1140405547623026e-8	5.1140405547623026e-8	+1	CD14,GSTP1,CD68,PYCARD,SPI1,TSPO,IL8,LY86,CEBPB,VIM,CCL3,IL1B,HCK,NFKBIA,CARD16,ZFP36,CASP1,RHOA,TNFRSF1B,HMGB2
GO:0033993	response to lipid	5.6939627931855504e-8	5.6939627931855504e-8	+1	S100A9,S100A8,CD14,AIF1,GPX1,GSTP1,CD68,CYBA,PYCARD,SPI1,TSPO,CTSH,ARPC1B,IL8,LY86,CEBPB,KLF4,VIM,CCL3,IL1B,HCK,SLC11A1,NFKBIA,TBXAS1,CYBB,FOSB,LGALS9,JUND,NCF1,CARD16,ZFP36,GPX4,SOD2,CASP1,RHOA,TNFRSF1B,NDUFA13,HMGB2,GNAS,TGFB1,MT-ND3,PARK7,MSN
GO:0046649	lymphocyte activation	5.808784871046703e-8	5.808784871046703e-8	+1	TYROBP,AIF1,LST1,LGALS1,FCER1G,LGALS3,PYCARD,SPI1,TNFSF13B,MNDA,BST1,HLA-DRA,CEBPB,HLA-DRB1,FGR,IL1B,FGL2,SLC11A1,MAFB,PRELID1,ACTB,HLA-DRB5,FKBP1A,HLA-DMA,LGALS9,HLA-DPA1,BID,HLA-DPB1,THEMIS2,SLC25A5,BST2,ITGB2,RHOA,HLA-DMB,POU2F2,TNFRSF1B,TGFB1,ID2,KLF6,MSN,WAS
GO:0071216	cellular response to biotic stimulus	6.42698161732843e-8	6.42698161732843e-8	+1	CD14,GSTP1,CD68,CDA,PYCARD,SPI1,TSPO,IL8,LY86,CEBPB,VIM,CCL3,IL1B,HCK,NFKBIA,CARD16,ZFP36,CASP1,RHOA,TNFRSF1B,HMGB2
GO:0008154	actin polymerization or depolymerization	6.778373153581922e-8	6.778373153581922e-8	+1	AIF1,COTL1,PYCARD,RAC1,ARPC1B,CAPG,TMSB10,ARPC3,MSRB1,HCK,TMSB4X,ARPC2,BRK1,RHOA,PFN1,GRB2,MYADM,VASP,WAS
GO:0032970	regulation of actin filament-based process	7.044790655727532e-8	7.044790655727532e-8	+1	COTL1,PYCARD,RAC1,BST1,ARPC1B,CAPG,TMSB10,ARPC3,S100A10,HCK,TMSB4X,RHOB,RHOG,ARPC2,BRK1,BST2,RHOA,PFN1,GRB2,MYADM,TGFB1,VASP,GMFG,PHPT1,FLNA,WASF2,WAS
GO:0009117	nucleotide metabolic process	7.690275423490733e-8	7.690275423490733e-8	+1	TYMP,CDA,TKT,TSPO,TALDO1,PGD,MT-ND1,TMSB4X,PGLS,ALDOA,NDUFS7,SAMHD1,NDUFA11,RHOA,NDUFS6,NDUFB1,NDUFA13,PPT1,C14ORF2,NDUFB11,MT-ND3,NDUFB10,SDHB,NDUFA2,NDUFB7,FIS1,PGAM1,PARK7,NDUFA3,APRT,NDUFS8
GO:0030593	neutrophil chemotaxis	1.1807497525886852e-7	1.1807497525886852e-7	+1	S100A9,S100A8,FCER1G,LGALS3,CSF3R,RAC1,S100A12,BST1,IL8,CCL3,IL1B,C5AR1,ITGB2,CKLF
GO:0009260	ribonucleotide biosynthetic process	1.1870756202452877e-7	1.1870756202452877e-7	+1	CDA,MT-ND1,TMSB4X,ALDOA,NDUFS7,NDUFA11,NDUFS6,NDUFB1,NDUFA13,PPT1,C14ORF2,NDUFB11,MT-ND3,NDUFB10,SDHB,NDUFA2,NDUFB7,NDUFA3,APRT,NDUFS8
GO:0006753	nucleoside phosphate metabolic process	1.2082284751751325e-7	1.2082284751751325e-7	+1	TYMP,CDA,TKT,TSPO,TALDO1,PGD,MT-ND1,TMSB4X,PGLS,ALDOA,NDUFS7,SAMHD1,NDUFA11,RHOA,NDUFS6,NDUFB1,NDUFA13,PPT1,C14ORF2,NDUFB11,MT-ND3,NDUFB10,SDHB,NDUFA2,NDUFB7,FIS1,PGAM1,PARK7,NDUFA3,APRT,NDUFS8
GO:0001819	positive regulation of cytokine production	1.3780347780722556e-7	1.3780347780722556e-7	+1	FCN1,CD14,TYROBP,AIF1,FCER1G,CYBA,PYCARD,MNDA,GAPDH,LILRA5,CEBPB,FGR,CCL3,IL1B,SLC11A1,ISG15,C5AR1,CYBB,LGALS9,HLA-DPA1,HLA-DPB1,CASP1,POU2F2,HMGB2,TGFB1,OAS1,PARK7,ATF4,LAMTOR5
GO:0055086	nucleobase-containing small molecule metabolic process	1.4059625983692433e-7	1.4059625983692433e-7	+1	TYMP,CDA,TKT,TSPO,APOBEC3A,TALDO1,PGD,MT-ND1,TMSB4X,PGLS,ALDOA,GLRX,NDUFS7,SAMHD1,NDUFA11,RHOA,NDUFS6,NDUFB1,NDUFA13,PPT1,C14ORF2,NDUFB11,MT-ND3,NDUFB10,SDHB,NDUFA2,NDUFB7,FIS1,PGAM1,PARK7,NDUFA3,APRT,NDUFS8
GO:0007015	actin filament organization	1.4817763763465415e-7	1.4817763763465415e-7	+1	AIF1,COTL1,PYCARD,RAC1,ARPC1B,CAPG,TMSB10,ARPC3,MSRB1,S100A10,HCK,TMSB4X,ALDOA,RHOB,RHOG,ARPC2,BRK1,ZYX,RHOA,PFN1,GRB2,MYADM,VASP,GMFG,FLNA,MYO1F,WASF2,WAS
GO:0002831	regulation of response to biotic stimulus	1.7834510988606033e-7	1.7834510988606033e-7	+1	FCN1,CD14,TYROBP,GRN,CTSS,CYBA,PYCARD,SPI1,MNDA,LY86,HLA-DRB1,FGR,IL1B,FGL2,HCK,NFKBIA,ISG15,LGALS9,NCF1,CARD16,ARRB2,SAMHD1,NINJ1,CASP1,PLSCR1,HMGB2,IFI35,OAS1
GO:0060326	cell chemotaxis	2.033267476238938e-7	2.033267476238938e-7	+1	S100A9,S100A8,AIF1,FCER1G,LGALS3,CSF3R,SPI1,RAC1,S100A12,BST1,IL8,CCL3,IL1B,TMSB4X,C5AR1,LGALS9,RHOG,ARRB2,NINJ1,ITGB2,HMGB2,DUSP1,CKLF
GO:1990266	neutrophil migration	2.222083722909134e-7	2.222083722909134e-7	+1	S100A9,S100A8,FCER1G,LGALS3,CSF3R,RAC1,S100A12,BST1,IL8,CCL3,IL1B,C5AR1,RHOG,ITGB2,CKLF
GO:0009152	purine ribonucleotide biosynthetic process	2.308700171104562e-7	2.308700171104562e-7	+1	MT-ND1,TMSB4X,ALDOA,NDUFS7,NDUFA11,NDUFS6,NDUFB1,NDUFA13,PPT1,C14ORF2,NDUFB11,MT-ND3,NDUFB10,SDHB,NDUFA2,NDUFB7,NDUFA3,APRT,NDUFS8
GO:0010951	negative regulation of endopeptidase activity	2.568990848410077e-7	2.568990848410077e-7	+1	CST3,GPX1,SERPINA1,GAPDH,IFI6,PLAUR,KLF4,TIMP1,SERPINB1,CARD16,ARRB2,SERPINB6,PRDX5,CAST,PARK7,LAMTOR5
GO:0006163	purine nucleotide metabolic process	2.9834488694171196e-7	2.9834488694171196e-7	+1	TKT,TSPO,TALDO1,PGD,MT-ND1,TMSB4X,PGLS,ALDOA,NDUFS7,SAMHD1,NDUFA11,RHOA,NDUFS6,NDUFB1,NDUFA13,PPT1,C14ORF2,NDUFB11,MT-ND3,NDUFB10,SDHB,NDUFA2,NDUFB7,FIS1,PGAM1,NDUFA3,APRT,NDUFS8
GO:0010466	negative regulation of peptidase activity	3.2761801463634056e-7	3.2761801463634056e-7	+1	CST3,GPX1,SERPINA1,GAPDH,CTSB,IFI6,PLAUR,KLF4,APLP2,TIMP1,SERPINB1,CARD16,ARRB2,CSTB,SERPINB6,PRDX5,CAST,PARK7,LAMTOR5
GO:0030036	actin cytoskeleton organization	3.4128514908286464e-7	3.4128514908286464e-7	+1	TYROBP,AIF1,COTL1,PYCARD,RAC1,BST1,ARPC1B,CAPG,TMSB10,ARPC3,MSRB1,S100A10,HCK,ACTB,TMSB4X,ALDOA,RHOB,RHOG,ARPC2,BRK1,ZYX,BST2,RHOA,SDCBP,PFN1,GRB2,MYADM,PARVG,TGFB1,VASP,GMFG,PHPT1,FLNA,MYO1F,WASF2,WAS
GO:0002396	MHC protein complex assembly	3.4128514908286464e-7	3.4128514908286464e-7	+1	HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-DMA,HLA-DPA1,HLA-DPB1,HLA-DMB
GO:0002501	peptide antigen assembly with MHC protein complex	3.4128514908286464e-7	3.4128514908286464e-7	+1	HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-DMA,HLA-DPA1,HLA-DPB1,HLA-DMB
GO:0045730	respiratory burst	3.6096276257652555e-7	3.6096276257652555e-7	+1	GRN,NCF2,CYBA,RAC1,HCK,SLC11A1,CYBB,NCF1,PGAM1
GO:0051346	negative regulation of hydrolase activity	3.7616584321720103e-7	3.7616584321720103e-7	+1	CST3,GPX1,LGALS3,SERPINA1,GAPDH,CTSB,IFI6,RGS2,PLAUR,KLF4,APLP2,TIMP1,FKBP1A,SERPINB1,CARD16,GNAI2,ARRB2,CSTB,SERPINB6,PRDX5,CAST,PARK7,LAMTOR5
GO:0110053	regulation of actin filament organization	3.7999927977783776e-7	3.7999927977783776e-7	+1	COTL1,PYCARD,RAC1,ARPC1B,CAPG,TMSB10,ARPC3,S100A10,HCK,TMSB4X,ARPC2,BRK1,RHOA,PFN1,GRB2,MYADM,VASP,GMFG,FLNA,WASF2,WAS
GO:0072593	reactive oxygen species metabolic process	3.859516056734306e-7	3.859516056734306e-7	+1	TYROBP,GPX1,GSTP1,NCF2,CYBA,TSPO,RAC1,BST1,IFI6,CYBB,NCF1,GNAI2,SOD2,ITGB2,RHOA,GRB2,PRDX5,NDUFA13,PARK7
GO:0009611	response to wounding	4.889648432933568e-7	4.889648432933568e-7	+1	S100A8,TYROBP,AIF1,GPX1,GRN,FCER1G,SERPINA1,TSPO,RAC1,ANXA2,PLAUR,KLF4,S100A10,SLC11A1,TIMP1,ACTB,ANXA5,ZFP36,SOD2,CLIC1,RHOA,PLSCR1,CHMP4B,GNAS,TGFB1,FIBP,CHMP1B,FLNA,AHNAK,CHMP2A,WAS
GO:0008064	regulation of actin polymerization or depolymerization	4.912055471031288e-7	4.912055471031288e-7	+1	COTL1,PYCARD,ARPC1B,CAPG,TMSB10,ARPC3,HCK,TMSB4X,ARPC2,BRK1,RHOA,PFN1,GRB2,MYADM,VASP,WAS
GO:0050764	regulation of phagocytosis	4.989856994101552e-7	4.989856994101552e-7	+1	FCN1,FCER1G,CFP,CYBA,PYCARD,FGR,IL1B,HCK,SLC11A1,PLSCR1,ATG3,TGFB1,SNX3
GO:0043086	negative regulation of catalytic activity	5.283013728688316e-7	5.283013728688316e-7	+1	CST3,GPX1,GSTP1,LGALS3,OAZ1,SERPINA1,PYCARD,GAPDH,CTSB,IFI6,RGS2,PLAUR,KLF4,IL1B,APLP2,TIMP1,FKBP1A,SERPINB1,CARD16,GNAI2,ZFP36,ARRB2,CSTB,OAZ2,WARS,SERPINB6,PRDX5,DUSP1,PHPT1,CAST,OXA1L,PARK7,LAMTOR5
GO:0050792	regulation of viral process	5.751443775562334e-7	5.751443775562334e-7	+1	FCN1,LGALS1,IFITM3,APOBEC3A,IL8,HLA-DRB1,ISG15,LGALS9,LY6E,DYNLT1,ZFP36,BST2,PLSCR1,SNX3,SNF8,OAS1
GO:0050900	leukocyte migration	5.815290955524357e-7	5.815290955524357e-7	+1	S100A9,S100A8,AIF1,FCER1G,LGALS3,CSF3R,PYCARD,SPI1,RAC1,S100A12,BST1,IL8,CCL3,IL1B,HCK,C5AR1,LGALS9,RHOG,NINJ1,ITGB2,RHOA,DUSP1,TGFB1,CKLF,MSN
GO:0030832	regulation of actin filament length	6.16053207516644e-7	6.16053207516644e-7	+1	COTL1,PYCARD,ARPC1B,CAPG,TMSB10,ARPC3,HCK,TMSB4X,ARPC2,BRK1,RHOA,PFN1,GRB2,MYADM,VASP,WAS
GO:0051258	protein polymerization	6.539681325372926e-7	6.539681325372926e-7	+1	AIF1,COTL1,PYCARD,RAC1,ARPC1B,CAPG,TMSB10,ARPC3,MSRB1,HCK,TMSB4X,GPX4,ARPC2,RHOA,PFN1,GRB2,MYADM,CHMP4B,VASP,CHMP2A,WAS
GO:0042554	superoxide anion generation	6.70008346541664e-7	6.70008346541664e-7	+1	TYROBP,GSTP1,NCF2,CYBA,CYBB,NCF1,GNAI2,SOD2,ITGB2
GO:0019058	viral life cycle	7.273669198841857e-7	7.273669198841857e-7	+1	FCN1,LGALS1,IFITM3,APOBEC3A,CTSB,IL8,HLA-DRB1,ISG15,LGALS9,VAMP8,LY6E,DYNLT1,BST2,PLSCR1,CHMP4B,SNX3,SNF8,OAS1,CHMP1B,PCBP1,CHMP2A,LAMTOR5
GO:0034341	response to type II interferon	7.556192826861133e-7	7.556192826861133e-7	+1	AIF1,IFITM3,GAPDH,VIM,CCL3,HCK,SLC11A1,STXBP2,IFNGR2,LGALS9,HLA-DPA1,ZYX,BST2,CASP1,WAS
GO:0030595	leukocyte chemotaxis	8.563843534194027e-7	8.563843534194027e-7	+1	S100A9,S100A8,AIF1,FCER1G,LGALS3,CSF3R,SPI1,RAC1,S100A12,BST1,IL8,CCL3,IL1B,C5AR1,LGALS9,NINJ1,ITGB2,DUSP1,CKLF
GO:0001836	release of cytochrome c from mitochondria	8.679613333858056e-7	8.679613333858056e-7	+1	GPX1,PYCARD,IFI6,PLAUR,PRELID1,BID,SOD2,ARRB2,TNFSF10,FIS1
GO:0002683	negative regulation of immune system process	8.679613333858056e-7	8.679613333858056e-7	+1	TYROBP,LST1,GPX1,GRN,CD68,LGALS3,SPI1,MNDA,TMEM176B,CD33,CEBPB,HLA-DRB1,FGR,CCL3,FGL2,HCK,MAFB,ISG15,LGALS9,ARRB2,SAMHD1,BST2,DUSP1,TGFB1,OAS1,PHPT1,ID2
GO:0070663	regulation of leukocyte proliferation	9.15729104244516e-7	9.15729104244516e-7	+1	TYROBP,AIF1,LST1,GSTP1,LGALS3,PYCARD,TNFSF13B,MNDA,BST1,CEBPB,HLA-DRB1,IL1B,LGALS9,HLA-DPA1,BID,HLA-DPB1,BST2,HLA-DMB,TNFRSF1B,TGFB1
GO:0072521	purine-containing compound metabolic process	9.261579317672602e-7	9.261579317672602e-7	+1	TKT,TSPO,TALDO1,PGD,MT-ND1,TMSB4X,PGLS,ALDOA,NDUFS7,SAMHD1,NDUFA11,RHOA,NDUFS6,NDUFB1,NDUFA13,PPT1,C14ORF2,NDUFB11,MT-ND3,NDUFB10,SDHB,NDUFA2,NDUFB7,FIS1,PGAM1,NDUFA3,APRT,NDUFS8
GO:0002764	immune response-regulating signaling pathway	9.261579317672602e-7	9.261579317672602e-7	+1	FCN1,CD14,TYROBP,FCER1G,CTSS,LGALS3,CYBA,FPR1,PYCARD,MNDA,CTSH,CD33,HLA-DRB1,FGR,HCK,NFKBIA,C5AR1,HLA-DPB1,THEMIS2,ARRB2,NINJ1,CASP1,PLSCR1,SPG21,GRB2,IFI35,OAS1,PHPT1
GO:0051249	regulation of lymphocyte activation	0.000001219859611973152	0.000001219859611973152	+1	TYROBP,AIF1,LST1,LGALS1,LGALS3,PYCARD,SPI1,TNFSF13B,MNDA,BST1,HLA-DRA,CEBPB,HLA-DRB1,FGR,IL1B,FGL2,PRELID1,ACTB,HLA-DRB5,HLA-DMA,LGALS9,HLA-DPA1,BID,HLA-DPB1,THEMIS2,RHOA,HLA-DMB,TNFRSF1B,TGFB1,ID2
GO:1902903	regulation of supramolecular fiber organization	0.0000012338470799951652	0.0000012338470799951652	+1	GPX1,COTL1,PYCARD,RAC1,ARPC1B,CAPG,TMSB10,ARPC3,S100A10,HCK,TMSB4X,PFDN5,ARPC2,BRK1,RHOA,PFN1,GRB2,MYADM,VASP,GMFG,FLNA,WASF2,PARK7,WAS
GO:1902533	positive regulation of intracellular signal transduction	0.000001367167692499842	0.000001367167692499842	+1	S100A9,S100A8,CD14,LGALS1,GPX1,S100A4,PYCARD,SPI1,RAC1,S100A12,GAPDH,LILRA5,HLA-DRB1,FGR,CCL3,IL1B,FKBP1A,C5AR1,LAMTOR4,LGALS9,NCF1,BID,GLIPR2,CARD16,LAMTOR1,C20ORF27,GNAI2,ARRB2,LAMTOR2,TNFSF10,BST2,CASP1,RHOA,SDCBP,ZNHIT1,IFI35,GNAS,MCL1,FLNA,FIS1,PARK7,LAMTOR5
GO:0071621	granulocyte chemotaxis	0.000001367167692499842	0.000001367167692499842	+1	S100A9,S100A8,FCER1G,LGALS3,CSF3R,RAC1,S100A12,BST1,IL8,CCL3,IL1B,C5AR1,ITGB2,CKLF
GO:0030029	actin filament-based process	0.0000015013174678136762	0.0000015013174678136762	+1	TYROBP,AIF1,COTL1,PYCARD,RAC1,BST1,ARPC1B,CAPG,TMSB10,ARPC3,MSRB1,S100A10,HCK,ACTB,TMSB4X,ALDOA,RHOB,MYL6,RHOG,ARPC2,BRK1,ZYX,BST2,RHOA,SDCBP,PFN1,GRB2,MYADM,PARVG,TGFB1,VASP,GMFG,PHPT1,FLNA,MYO1F,WASF2,WAS
GO:0097435	supramolecular fiber organization	0.0000015800085879071715	0.0000015800085879071715	+1	CST3,AIF1,GPX1,COTL1,PYCARD,RAC1,ARPC1B,ANXA2,CAPG,TMSB10,ARPC3,VIM,MSRB1,S100A10,HCK,TMSB4X,FKBP1A,PFDN5,ALDOA,RHOB,BID,RHOG,ARPC2,CSTB,BRK1,ZYX,RHOA,PFN1,GRB2,MYADM,VASP,GMFG,FLNA,MYO1F,WASF2,PARK7,WAS
GO:0002253	activation of immune response	0.0000015800085879071715	0.0000015800085879071715	+1	FCN1,CD14,TYROBP,CFD,FCER1G,CTSS,LGALS3,CFP,CYBA,FPR1,PYCARD,MNDA,HLA-DRB1,FGR,IL1B,HCK,NFKBIA,C5AR1,HLA-DPB1,THEMIS2,ARRB2,NINJ1,CASP1,PLSCR1,SPG21,GRB2,IFI35,OAS1,PHPT1
GO:0042110	T cell activation	0.0000016937970596108493	0.0000016937970596108493	+1	AIF1,LGALS1,FCER1G,LGALS3,PYCARD,SPI1,TNFSF13B,HLA-DRA,CEBPB,HLA-DRB1,IL1B,FGL2,SLC11A1,MAFB,PRELID1,ACTB,HLA-DRB5,FKBP1A,HLA-DMA,LGALS9,HLA-DPA1,BID,HLA-DPB1,RHOA,HLA-DMB,TNFRSF1B,TGFB1,MSN,WAS
GO:0032611	interleukin-1 beta production	0.000001874937373055008	0.000001874937373055008	+1	TYROBP,GSTP1,PYCARD,MNDA,LILRA5,CD33,CCL3,SERPINB1,LGALS9,CARD16,ARRB2,CASP1
GO:0032651	regulation of interleukin-1 beta production	0.000001874937373055008	0.000001874937373055008	+1	TYROBP,GSTP1,PYCARD,MNDA,LILRA5,CD33,CCL3,SERPINB1,LGALS9,CARD16,ARRB2,CASP1
GO:0045088	regulation of innate immune response	0.000002035874724259578	0.000002035874724259578	+1	FCN1,CD14,TYROBP,GRN,CTSS,CYBA,PYCARD,SPI1,MNDA,FGR,HCK,NFKBIA,ISG15,LGALS9,NCF1,ARRB2,SAMHD1,NINJ1,CASP1,PLSCR1,HMGB2,IFI35,OAS1
GO:0001818	negative regulation of cytokine production	0.0000022038937848037615	0.0000022038937848037615	+1	TYROBP,GSTP1,PYCARD,TSPO,RAC1,LILRA5,CD33,SRGN,KLF4,HLA-DRB1,SLC11A1,TMSB4X,SERPINB1,LGALS9,CARD16,ZFP36,ARRB2,BST2,TGFB1,OAS1
GO:0019693	ribose phosphate metabolic process	0.0000022613609669192583	0.0000022613609669192583	+1	CDA,TKT,TSPO,MT-ND1,TMSB4X,ALDOA,NDUFS7,NDUFA11,RHOA,NDUFS6,NDUFB1,NDUFA13,PPT1,C14ORF2,NDUFB11,MT-ND3,NDUFB10,SDHB,NDUFA2,NDUFB7,FIS1,NDUFA3,APRT,NDUFS8
GO:2001233	regulation of apoptotic signaling pathway	0.0000023226172881089806	0.0000023226172881089806	+1	S100A9,S100A8,GPX1,GSTP1,LGALS3,PYCARD,IFI6,CTSH,PLAUR,IL1B,PRELID1,BID,GNAI2,SOD2,ARRB2,SLC25A5,TNFSF10,SLC25A6,NDUFA13,HMGB2,MCL1,FIS1,PARK7
GO:0097530	granulocyte migration	0.000002475236947242236	0.000002475236947242236	+1	S100A9,S100A8,FCER1G,LGALS3,CSF3R,RAC1,S100A12,BST1,IL8,CCL3,IL1B,C5AR1,RHOG,ITGB2,CKLF
GO:0050867	positive regulation of cell activation	0.00000251216151670358	0.00000251216151670358	+1	TYROBP,AIF1,LGALS1,PYCARD,SPI1,TNFSF13B,BST1,LILRA5,HLA-DRA,HLA-DRB1,FGR,CCL3,IL1B,ACTB,HLA-DRB5,HLA-DMA,LGALS9,JUND,VAMP8,HLA-DPA1,HLA-DPB1,ITGB2,RHOA,HLA-DMB,TGFB1,FLNA
GO:0007159	leukocyte cell-cell adhesion	0.0000026670276042028646	0.0000026670276042028646	+1	S100A9,S100A8,AIF1,LGALS1,LGALS3,PYCARD,TNFSF13B,HLA-DRA,CEBPB,KLF4,HLA-DRB1,IL1B,FGL2,ACTB,HLA-DRB5,HLA-DMA,LGALS9,HLA-DPA1,HLA-DPB1,ITGB2,RHOA,HLA-DMB,TGFB1,MSN
GO:0006909	phagocytosis	0.00000272322543022622	0.00000272322543022622	+1	FCN1,CD14,TYROBP,AIF1,FCER1G,CFP,NCF2,CYBA,PYCARD,RAC1,FGR,IL1B,HCK,SLC11A1,RHOG,ITGB2,PLSCR1,ATG3,TGFB1,SNX3,C1ORF43
GO:0045861	negative regulation of proteolysis	0.00000333364965806034	0.00000333364965806034	+1	CST3,GPX1,SERPINA1,GAPDH,CTSB,IFI6,PLAUR,KLF4,CTSZ,APLP2,TIMP1,SERPINB1,CARD16,ARRB2,CSTB,SDCBP,SERPINB6,PRDX5,CAST,PARK7,LAMTOR5
GO:0070661	leukocyte proliferation	0.00000336349693776704	0.00000336349693776704	+1	TYROBP,AIF1,LST1,GSTP1,LGALS3,PYCARD,TNFSF13B,MNDA,BST1,CEBPB,HLA-DRB1,IL1B,SLC11A1,LGALS9,HLA-DPA1,BID,HLA-DPB1,BST2,HLA-DMB,TNFRSF1B,TGFB1,MSN
GO:0030833	regulation of actin filament polymerization	0.0000034289522844313518	0.0000034289522844313518	+1	COTL1,PYCARD,ARPC1B,CAPG,TMSB10,ARPC3,HCK,TMSB4X,ARPC2,RHOA,PFN1,GRB2,MYADM,VASP
GO:0002275	myeloid cell activation involved in immune response	0.0000034910509896117766	0.0000034910509896117766	+1	TYROBP,GRN,FCER1G,PYCARD,SPI1,FGR,CCL3,STXBP2,LGALS9,VAMP8,ITGB2,IFI35
GO:0002757	immune response-activating signaling pathway	0.0000035188221542617893	0.0000035188221542617893	+1	FCN1,CD14,TYROBP,FCER1G,CTSS,LGALS3,CYBA,FPR1,PYCARD,MNDA,HLA-DRB1,FGR,HCK,NFKBIA,C5AR1,HLA-DPB1,THEMIS2,ARRB2,NINJ1,CASP1,PLSCR1,SPG21,GRB2,IFI35,OAS1,PHPT1
GO:0050670	regulation of lymphocyte proliferation	0.000003583287733472106	0.000003583287733472106	+1	TYROBP,AIF1,LST1,LGALS3,PYCARD,TNFSF13B,MNDA,BST1,CEBPB,HLA-DRB1,IL1B,LGALS9,HLA-DPA1,BID,HLA-DPB1,HLA-DMB,TNFRSF1B,TGFB1
GO:0006164	purine nucleotide biosynthetic process	0.000003900097050858188	0.000003900097050858188	+1	MT-ND1,TMSB4X,ALDOA,NDUFS7,NDUFA11,NDUFS6,NDUFB1,NDUFA13,PPT1,C14ORF2,NDUFB11,MT-ND3,NDUFB10,SDHB,NDUFA2,NDUFB7,NDUFA3,APRT,NDUFS8
GO:0002429	immune response-activating cell surface receptor signaling pathway	0.000003979046732105822	0.000003979046732105822	+1	FCN1,CD14,TYROBP,FCER1G,LGALS3,CYBA,FPR1,MNDA,HLA-DRB1,FGR,HCK,NFKBIA,C5AR1,HLA-DPB1,THEMIS2,NINJ1,PLSCR1,SPG21,GRB2,IFI35,OAS1,PHPT1
GO:0043065	positive regulation of apoptotic process	0.000004052185817813207	0.000004052185817813207	+1	S100A9,S100A8,LGALS2,TYROBP,LGALS1,GRN,PYCARD,TSPO,MNDA,CTSH,CCL3,CTSD,PRELID1,LGALS9,RHOB,BID,BNIP3L,SOD2,ARRB2,TNFSF10,RHOA,TNFRSF1B,MCL1,TGFB1,FIS1,PARK7,ATF4
GO:0097529	myeloid leukocyte migration	0.000004215466053308163	0.000004215466053308163	+1	S100A9,S100A8,AIF1,FCER1G,LGALS3,CSF3R,SPI1,RAC1,S100A12,BST1,IL8,CCL3,IL1B,C5AR1,RHOG,ITGB2,DUSP1,CKLF
GO:0006801	superoxide metabolic process	0.000004261335707277433	0.000004261335707277433	+1	TYROBP,GSTP1,NCF2,CYBA,BST1,CYBB,NCF1,GNAI2,SOD2,ITGB2
GO:0032944	regulation of mononuclear cell proliferation	0.00000444057512974843	0.00000444057512974843	+1	TYROBP,AIF1,LST1,LGALS3,PYCARD,TNFSF13B,MNDA,BST1,CEBPB,HLA-DRB1,IL1B,LGALS9,HLA-DPA1,BID,HLA-DPB1,HLA-DMB,TNFRSF1B,TGFB1
